ID	DOCULECT	FAMILY	CONCEPT_NAME	CONCEPT	VALUE	FORM	TOKENS	BORROWED	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCALLID_0	SCA_0	SCA_0ID
13647	Mapudungun	Araucanian	school	SCHOOL	chillkatuwe ruka	chillkatuwe_ruka	tʃ i ʎ k a t u w e + ɻ u k a	False	0.0			1 7 5 1 7 1 7 6 7 9 5 7 1 7	AXMBYBYBZ_AXBZ	TILKATYWE_RYKA	2	2.T.C 2.I.V 2.L.c 2.K.C 2.A.V 2.T.C 2.Y.V 2.W.C 2.E.V 2._._ 2.R.C 2.Y.V 2.K.C 2.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	tʃiʎkatuwe+ɻuka	0	0	9399-Araucanian	11254
13648	Mapudungun	Araucanian	school	SCHOOL	kolekio	kolekio	k o l e k i o	True	1.0	Spanish	colegio	1 7 5 7 1 7 7	AXBYBYZ	KULEKIU	2	2.K.C 2.U.V 2.L.C 2.E.V 2.K.C 2.I.V 2.U.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kolekio	0	9401	9401-Araucanian	11257
1496	Portuguese	Indo-European	scold	SCOLD	repreender	repreender	ʁ e p ɾ e ẽ d e ʁ					5 7 1 5 7 7 1 7 5	AXBCYYBYN	REPREETER	4	4.R.C 4.E.V 4.P.C 4.R.C 4.E.V 4.E.V 4.T.C 4.E.V 4.R.c	2.0 1.5 1.75 1.5 1.3 1.3 1.75 1.3 0.8	ʁepɾeẽdeʁ	0	0	9405-Indo-European	11262
3260	Spanish	Indo-European	scold	SCOLD	reprender	reprender	r e p ɾ e n d ɛ ɾ					5 7 1 5 7 4 1 7 5	AXBCYMBYN	REPRENTER	6	6.R.C 6.E.V 6.P.C 6.R.C 6.E.V 6.N.c 6.T.C 6.E.V 6.R.c	2.0 1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	repɾendɛɾ	0	0	9405-Indo-European	11262
4746	Yaqui	Uto-Aztecan	scold	SCOLD	tetejwa	tetejwa	t e t e j w a	False	0.0			1 7 1 7 6 6 7	AXBYMBZ	TETEJWA	8	8.T.C 8.E.V 8.T.C 8.E.V 8.J.c 8.W.C 8.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tetejwa	1	0	9409-Uto-Aztecan	11265
6050	ZinacantanTzotzil	Mayan	scold	SCOLD	7ilin	7ilin	ʔ i l i n	False	0.0			1 7 5 7 4	AXBYN	HILIN	9	9.H.C 9.I.V 9.L.C 9.I.V 9.N.c	2.0 1.5 1.75 1.3 0.8	ʔilin	0	0	9410-Mayan	11267
6051	ZinacantanTzotzil	Mayan	scold	SCOLD	7ut	7ut	ʔ u tʰ	False	0.0			1 7 1	AXN	HYT	9	9.H.C 9.Y.V 9.T.c	2.0 1.5 0.8	ʔutʰ	0	0	9411-Mayan	11268
7754	Qeqchi	Mayan	scold	SCOLD	q'usuk	q'usuk	qʼ u s u kʰ	False	0.0			1 7 3 7 1	AXBYN	KYSYK	5	5.K.C 5.Y.V 5.S.C 5.Y.V 5.K.c	2.0 1.5 1.75 1.3 0.8	qʼusukʰ	0	0	9406-Mayan	11263
9896	Otomi	Otomanguean	scold	SCOLD	ntsu̲i	ntsu̲i	n ts u i	False	0.0			4 2 7 7	ACYZ	NCYI	3	3.N.C 3.C.C 3.Y.V 3.I.V	2.0 1.5 1.3 0.8	ntsui	0	0	9404-Otomanguean	11261
11215	ImbaburaQuechua	Quechuan	scold	SCOLD	rimana (3)	rimana	ʐ i m a n a	False	0.0			3 7 4 7 4 7	AXBYBZ	SIMANA	1	1.S.C 1.I.V 1.M.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʐimana	0	0	9402-Quechuan	11259
12433	Wichi	Matacoan	scold	SCOLD	iyeta	iyeta	i j e t a	False	0.0			7 6 7 1 7	XBYBZ	IJETA	7	7.I.V 7.J.C 7.E.V 7.T.C 7.A.V	1.5 1.75 1.3 1.75 0.8	ijeta	0	0	9408-Matacoan	11264
13702	Mapudungun	Araucanian	scold	SCOLD	illkutun	illkutun	i ʎ k u t u n	False	0.0			7 5 1 7 1 7 4	XMBYBYN	ILKYTYN	2	2.I.V 2.L.c 2.K.C 2.Y.V 2.T.C 2.Y.V 2.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	iʎkutun	0	0	9403-Araucanian	11260
283	Portuguese	Indo-European	scorpion	SCORPION	escorpião	escorpião	i ʃ k o ʁ p i ɐ̃ũ					7 3 1 7 5 1 7 7	XMBYMBYZ	ISKURPIE	4	4.I.V 4.S.c 4.K.C 4.U.V 4.R.c 4.P.C 4.I.V 4.E.V	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	iʃkoʁpiɐ̃ũ	0	0	9414-Indo-European	11272
1977	Spanish	Indo-European	scorpion	SCORPION	alacrán	alacrán	a l a k ɾ a n					7 5 7 1 5 7 4	XBYBCYN	ALAKRAN	6	6.A.V 6.L.C 6.A.V 6.K.C 6.R.C 6.A.V 6.N.c	1.5 1.75 1.3 1.75 1.5 1.3 0.8	alakɾan	0	9412	9412-Indo-European	11269
1978	Spanish	Indo-European	scorpion	SCORPION	escorpión	escorpión	ɛ s k o ɾ p j o n					7 3 1 7 5 1 6 7 4	XMBYMBCYN	ESKURPJUN	6	6.E.V 6.S.c 6.K.C 6.U.V 6.R.c 6.P.C 6.J.C 6.U.V 6.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.5 1.3 0.8	ɛskoɾpjon	0	0	9414-Indo-European	11272
3694	Yaqui	Uto-Aztecan	scorpion	SCORPION	maachil	maachil	m aː tʃ i l	False	0.0			4 7 1 7 5	AXBYN	MATIL	8	8.M.C 8.A.V 8.T.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 0.8	maːtʃil	0	0	9418-Uto-Aztecan	11275
5103	ZinacantanTzotzil	Mayan	scorpion	SCORPION	tzek	tzek	tsʰ e k	False	0.0			2 7 1	AXN	CEK	9	9.C.C 9.E.V 9.K.c	2.0 1.5 0.8	tsʰek	0	0	9419-Mayan	11276
6412	Qeqchi	Mayan	scorpion	SCORPION	xook’	xook’	ʃ oː kʼ	False	0.0			3 7 1	AXN	SUK	5	5.S.C 5.U.V 5.K.c	2.0 1.5 0.8	ʃoːkʼ	0	0	9415-Mayan	11273
8274	Otomi	Otomanguean	scorpion	SCORPION	penzu̲	penzu̲	p e n z u	False	0.0			1 7 4 3 7	AXMBZ	PENSY	3	3.P.C 3.E.V 3.N.c 3.S.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	penzu	0	0	9413-Otomanguean	11271
8275	Otomi	Otomanguean	scorpion	SCORPION	tsoku̲mo	tsoku̲mo	ts o k u m o	False	0.0			2 7 1 7 4 7	AXBYBZ	CUKYMU	3	3.C.C 3.U.V 3.K.C 3.Y.V 3.M.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tsokumo	0	0	9420-Otomanguean	11278
10358	ImbaburaQuechua	Quechuan	scorpion	SCORPION	alakrán	alakrán	a l a k ɾ a ŋ	True	1.0	Spanish	alacrán	7 5 7 1 5 7 4	XBYBCYN	ALAKRAN	1	1.A.V 1.L.C 1.A.V 1.K.C 1.R.C 1.A.V 1.N.c	1.5 1.75 1.3 1.75 1.5 1.3 0.8	alakɾaŋ	0	9412	9412-Quechuan	11270
11522	Wichi	Matacoan	scorpion	SCORPION	chostilhoj	chostilhoj	tʃ o s t i lˠ o x	False	0.0			1 7 3 1 7 5 7 3	AXMBYBYN	TUSTILUG	7	7.T.C 7.U.V 7.S.c 7.T.C 7.I.V 7.L.C 7.U.V 7.G.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	tʃostilˠox	0	0	9417-Matacoan	11274
555	Portuguese	Indo-European	scrape	SCRAPE	raspar	raspar	ʁ a ʃ p a ʁ					5 7 3 1 7 5	AXMBYN	RASPAR	4	4.R.C 4.A.V 4.S.c 4.P.C 4.A.V 4.R.c	2.0 1.5 1.1 1.75 1.3 0.8	ʁaʃpaʁ	0	0	9424-Indo-European	11282
2250	Spanish	Indo-European	scrape	SCRAPE	raspar	raspar	r a s p a ɾ					5 7 3 1 7 5	AXMBYN	RASPAR	6	6.R.C 6.A.V 6.S.c 6.P.C 6.A.V 6.R.c	2.0 1.5 1.1 1.75 1.3 0.8	raspaɾ	0	0	9424-Indo-European	11282
2251	Spanish	Indo-European	scrape	SCRAPE	rallar	rallar	r a ʝ a ɾ					5 7 3 7 5	AXBYN	RASAR	6	6.R.C 6.A.V 6.S.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	raʝaɾ	0	0	9424-Indo-European	11282
3932	Yaqui	Uto-Aztecan	scrape	SCRAPE	bekta	bekta	b e k t a	False	0.0			1 7 1 1 7	AXMBZ	PEKTA	8	8.P.C 8.E.V 8.K.c 8.T.C 8.A.V	2.0 1.5 1.1 1.75 0.8	bekta	0	0	9428-Uto-Aztecan	11285
5348	ZinacantanTzotzil	Mayan	scrape	SCRAPE	hos	hos	h o s	False	0.0			3 7 3	AXN	HUS	9	9.H.C 9.U.V 9.S.c	2.0 1.5 0.8	hos	0	0	9429-Mayan	11286
6710	Qeqchi	Mayan	scrape	SCRAPE	qirok	qirok	q i ɾ o kʰ	False	0.0			1 7 5 7 1	AXBYN	KIRUK	5	5.K.C 5.I.V 5.R.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	qiɾokʰ	0	0	9425-Mayan	11283
6711	Qeqchi	Mayan	scrape	SCRAPE	jochok	jochok	x o tʃ o kʰ	False	0.75	Ch’olan	*joch	3 7 1 7 1	AXBYN	GUTUK	5	5.G.C 5.U.V 5.T.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	xotʃokʰ	1	0	9431-Mayan	11289
6712	Qeqchi	Mayan	scrape	SCRAPE	jokok	jokok	x o k o kʰ	False	0.0			3 7 1 7 1	AXBYN	GUKUK	5	5.G.C 5.U.V 5.K.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	xokokʰ	0	0	9431-Mayan	11289
6713	Qeqchi	Mayan	scrape	SCRAPE	jot'ok	jot'ok	x o tʼ o kʰ	False	0.0			3 7 1 7 1	AXBYN	GUTUK	5	5.G.C 5.U.V 5.T.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	xotʼokʰ	0	0	9431-Mayan	11289
6714	Qeqchi	Mayan	scrape	SCRAPE	q'oyok	q'oyok	qʼ o j o kʰ	False	0.0			1 7 6 7 1	AXBYN	KUJUK	5	5.K.C 5.U.V 5.J.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	qʼojokʰ	0	0	9435-Mayan	11290
6715	Qeqchi	Mayan	scrape	SCRAPE	jichok	jichok	x i tʃ o kʰ	False	0.0			3 7 1 7 1	AXBYN	GITUK	5	5.G.C 5.I.V 5.T.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	xitʃokʰ	0	0	9431-Mayan	11289
8574	Otomi	Otomanguean	scrape	SCRAPE	ext'e	ext'e	e x t̪ʼ e	False	0.0			7 3 1 7	XMBZ	EGTE	3	3.E.V 3.G.c 3.T.C 3.E.V	1.5 1.1 1.75 0.8	ext̪ʼe	0	0	9423-Otomanguean	11281
8575	Otomi	Otomanguean	scrape	SCRAPE	a̲fi	a̲fi	ɔ f i	False	0.0			7 3 7	XBZ	UBI	3	3.U.V 3.B.C 3.I.V	1.5 1.75 0.8	ɔfi	0	0	9430-Otomanguean	11288
10555	ImbaburaQuechua	Quechuan	scrape	SCRAPE	aspina	aspina	a s p i n a	False	0.0			7 3 1 7 4 7	XMBYBZ	ASPINA	1	1.A.V 1.S.c 1.P.C 1.I.V 1.N.C 1.A.V	1.5 1.1 1.75 1.3 1.75 0.8	aspina	0	0	9421-Quechuan	11279
11740	Wichi	Matacoan	scrape	SCRAPE	isit	isit	i s i t	False	0.0			7 3 7 1	XBYN	ISIT	7	7.I.V 7.S.C 7.I.V 7.T.c	1.5 1.75 1.3 0.8	isit	0	0	9427-Matacoan	11284
13019	Mapudungun	Araucanian	scrape	SCRAPE	kafürün	kafürün	k a f ɨ ɻ ɨ n	False	0.0			1 7 3 7 5 7 4	AXBYBYN	KABIRIN	2	2.K.C 2.A.V 2.B.C 2.I.V 2.R.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kafɨɻɨn	0	0	9422-Araucanian	11280
902	Portuguese	Indo-European	sculptor	SCULPTOR	escultor	escultor	i ʃ k uu t o ʁ					7 3 1 7 1 7 5	XMBYBYN	ISKYTUR	4	4.I.V 4.S.c 4.K.C 4.Y.V 4.T.C 4.U.V 4.R.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	iʃkuutoʁ	0	9438	9438-Indo-European	11293
2615	Spanish	Indo-European	sculptor	SCULPTOR	escultor	escultor	ɛ s k u l t o ɾ					7 3 1 7 5 1 7 5	XMBYMBYN	ESKYLTUR	6	6.E.V 6.S.c 6.K.C 6.Y.V 6.L.c 6.T.C 6.U.V 6.R.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	ɛskultoɾ	0	9438	9438-Indo-European	11293
4220	Yaqui	Uto-Aztecan	sculptor	SCULPTOR	ejkultoor	ejkultoor	e j k u l t oː r	True	1.0	Spanish	escultor	7 6 1 7 5 1 7 5	XMBYMBYN	EJKYLTUR	8	8.E.V 8.J.c 8.K.C 8.Y.V 8.L.c 8.T.C 8.U.V 8.R.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	ejkultoːr	0	9438	9438-Uto-Aztecan	11294
7061	Qeqchi	Mayan	sculptor	SCULPTOR	aj pech’onel	aj_pech’onel	a x + p e tʃʼ o n e l	False	0.0			7 3 9 1 7 1 7 4 7 5	XN_AXBYBYN	AG_PETUNEL	5	5.A.V 5.G.c 5._._ 5.P.C 5.E.V 5.T.C 5.U.V 5.N.C 5.E.V 5.L.c	1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	ax+petʃʼonel	0	0	9439-Mayan	11295
9034	Otomi	Otomanguean	sculptor	SCULPTOR	yaxudo	yaxudo	j a x u d o	False	0.0			6 7 3 7 1 7	AXBYBZ	JAGYTU	3	3.J.C 3.A.V 3.G.C 3.Y.V 3.T.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	jaxudo	0	0	9437-Otomanguean	11292
10781	ImbaburaQuechua	Quechuan	sculptor	SCULPTOR	llagllak	llagllak	ʒ a g ʒ a k	False	0.0			3 7 1 3 7 1	AXBCYN	SAKSAK	1	1.S.C 1.A.V 1.K.C 1.S.C 1.A.V 1.K.c	2.0 1.5 1.75 1.5 1.3 0.8	ʒagʒak	0	0	9436-Quechuan	11291
25	Portuguese	Indo-European	sea	SEA	mar	mar	m a ʁ					4 7 5	AXN	MAR	4	4.M.C 4.A.V 4.R.c	2.0 1.5 0.8	maʁ	0	0	9443-Indo-European	11300
1708	Spanish	Indo-European	sea	SEA	mar	mar	m a ɾ					4 7 5	AXN	MAR	6	6.M.C 6.A.V 6.R.c	2.0 1.5 0.8	maɾ	0	0	9443-Indo-European	11300
3469	Yaqui	Uto-Aztecan	sea	SEA	baawe	baawe	b aː w e	False	0.0			1 7 6 7	AXBZ	PAWE	8	8.P.C 8.A.V 8.W.C 8.E.V	2.0 1.5 1.75 0.8	baːwe	0	0	9444-Uto-Aztecan	11302
4909	ZinacantanTzotzil	Mayan	sea	SEA	nab	nab	n a b	False	0.0			4 7 1	AXN	NAP	9	9.N.C 9.A.V 9.P.c	2.0 1.5 0.8	nab	1	0	9448-Mayan	11304
6170	Qeqchi	Mayan	sea	SEA	palaw	palaw	p a l a w	False	0.5	Ch’olti’	palaw	1 7 5 7 6	AXBYN	PALAW	5	5.P.C 5.A.V 5.L.C 5.A.V 5.W.c	2.0 1.5 1.75 1.3 0.8	palaw	1	0	9444-Mayan	11301
7950	Otomi	Otomanguean	sea	SEA	däzabi	däzabi	d ɐ z a b i	False	0.0			1 7 3 7 1 7	AXBYBZ	TESAPI	3	3.T.C 3.E.V 3.S.C 3.A.V 3.P.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	dɐzabi	1	0	9442-Otomanguean	11299
10180	ImbaburaQuechua	Quechuan	sea	SEA	mama kucha	mama_kucha	m a m a + k u tʃ a	False	0.0			4 7 4 7 9 1 7 1 7	AXBZ_AXBZ	MAMA_KYTA	1	1.M.C 1.A.V 1.M.C 1.A.V 1._._ 1.K.C 1.Y.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mama+kutʃa	1	0	9440-Quechuan	11297
11338	Wichi	Matacoan	sea	SEA	inot litak	inot_litak	i n o t + l i t a k	False	0.0			7 4 7 1 9 5 7 1 7 1	XBYN_AXBYN	INUT_LITAK	7	7.I.V 7.N.C 7.U.V 7.T.c 7._._ 7.L.C 7.I.V 7.T.C 7.A.V 7.K.c	1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	inot+litak	1	0	9446-Matacoan	11303
12563	Mapudungun	Araucanian	sea	SEA	ḻafkeṉ	ḻafkeṉ	l̪ a f k e n̪	False	0.0			5 7 3 1 7 4	AXMBYN	LABKEN	2	2.L.C 2.A.V 2.B.c 2.K.C 2.E.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	l̪afken̪	1	0	9441-Araucanian	11298
236	Portuguese	Indo-European	seagull	SEAGULL	gaivota	gaivota	ɡ ai v ɔ t ɐ					1 7 3 7 1 7	AXBYBZ	KABUTE	4	4.K.C 4.A.V 4.B.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɡaivɔtɐ	0	9450	9450-Indo-European	11307
1931	Spanish	Indo-European	seagull	SEAGULL	gaviota	gaviota	g a β j o t a					1 7 3 6 7 1 7	AXBCYBZ	KABJUTA	6	6.K.C 6.A.V 6.B.C 6.J.C 6.U.V 6.T.C 6.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	gaβjota	0	9450	9450-Indo-European	11307
3659	Yaqui	Uto-Aztecan	seagull	SEAGULL	baetabeo	baetabeo	b a e t a b e o	False	0.0			1 7 7 1 7 1 7 7	AXYBYBYZ	PAETAPEU	8	8.P.C 8.A.V 8.E.V 8.T.C 8.A.V 8.P.C 8.E.V 8.U.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	baetabeo	0	0	9453-Uto-Aztecan	11309
8220	Otomi	Otomanguean	seagull	SEAGULL	gabyota	gabyota	g a b j o t̪ a	True	1.0	Spanish	gaviota	1 7 1 6 7 1 7	AXBCYBZ	KAPJUTA	3	3.K.C 3.A.V 3.P.C 3.J.C 3.U.V 3.T.C 3.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	gabjot̪a	0	9450	9450-Otomanguean	11308
12782	Mapudungun	Araucanian	seagull	SEAGULL	kawkaw	kawkaw	k a w k a w	False	0.0			1 7 6 1 7 6	AXMBYN	KAWKAW	2	2.K.C 2.A.V 2.W.c 2.K.C 2.A.V 2.W.c	2.0 1.5 1.1 1.75 1.3 0.8	kawkaw	0	0	9449-Araucanian	11305
12783	Mapudungun	Araucanian	seagull	SEAGULL	chülle	chülle	tʃ ɨ ʎ e	False	0.0			1 7 5 7	AXBZ	TILE	2	2.T.C 2.I.V 2.L.C 2.E.V	2.0 1.5 1.75 0.8	tʃɨʎe	0	0	9454-Araucanian	11310
1277	Portuguese	Indo-European	season	SEASON	estação	estação	i ʃ t a s ɐ̃ũ					7 3 1 7 3 7	XMBYBZ	ISTASE	4	4.I.V 4.S.c 4.T.C 4.A.V 4.S.C 4.E.V	1.5 1.1 1.75 1.3 1.75 0.8	iʃtasɐ̃ũ	0	9457	9457-Indo-European	11313
3016	Spanish	Indo-European	season	SEASON	estación	estación	ɛ s t a s j o n					7 3 1 7 3 6 7 4	XMBYBCYN	ESTASJUN	6	6.E.V 6.S.c 6.T.C 6.A.V 6.S.C 6.J.C 6.U.V 6.N.c	1.5 1.1 1.75 1.3 1.75 1.5 1.3 0.8	ɛstasjon	0	9457	9457-Indo-European	11313
4563	Yaqui	Uto-Aztecan	season	SEASON	metkuaktia	metkuaktia	m e t k u a k t i a	False	0.0			4 7 1 1 7 7 1 1 7 7	AXMBYYMBYZ	METKYAKTIA	8	8.M.C 8.E.V 8.T.c 8.K.C 8.Y.V 8.A.V 8.K.c 8.T.C 8.I.V 8.A.V	2.0 1.5 1.1 1.75 1.3 1.3 1.1 1.75 1.3 0.8	metkuaktia	0	0	9461-Uto-Aztecan	11317
5879	ZinacantanTzotzil	Mayan	season	SEASON	7ora	7ora	ʔ o ɾ a	True	1.0	Spanish	hora	1 7 5 7	AXBZ	HURA	9	9.H.C 9.U.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	ʔoɾa	1	0	9462-Mayan	11318
5880	ZinacantanTzotzil	Mayan	season	SEASON	tyempo	tyempo	t j e m p o	True	1.0	Spanish	tiempo	1 6 7 4 1 7	ACXMBZ	TJEMPU	9	9.T.C 9.J.C 9.E.V 9.M.c 9.P.C 9.U.V	2.0 1.5 1.5 1.1 1.75 0.8	tjempo	0	0	9465-Mayan	11321
7514	Qeqchi	Mayan	season	SEASON	estasion	estasion	e s t a s i o n	True	1.0	Spanish	estación	7 3 1 7 3 7 7 4	XMBYBYYN	ESTASIUN	5	5.E.V 5.S.c 5.T.C 5.A.V 5.S.C 5.I.V 5.U.V 5.N.c	1.5 1.1 1.75 1.3 1.75 1.3 1.3 0.8	estasion	0	9457	9457-Mayan	11314
7515	Qeqchi	Mayan	season	SEASON	xq’ehil	xq’ehil	ʃ qʼ e h i l	False	0.0			3 1 7 3 7 5	ACYBYN	SKEHIL	5	5.S.C 5.K.C 5.E.V 5.H.C 5.I.V 5.L.c	2.0 1.5 1.3 1.75 1.3 0.8	ʃqʼehil	0	0	9464-Mayan	11320
9551	Otomi	Otomanguean	season	SEASON	mpadi	mpadi	m p a d i	False	0.0			4 1 7 1 7	ACYBZ	MPATI	3	3.M.C 3.P.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	mpadi	0	0	9456-Otomanguean	11312
9552	Otomi	Otomanguean	season	SEASON	bongu	bongu	b o n g u	False	0.0			1 7 4 1 7	AXMBZ	PUNKY	3	3.P.C 3.U.V 3.N.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	bongu	0	0	9463-Otomanguean	11319
9553	Otomi	Otomanguean	season	SEASON	hyethe	hyethe	h j e θ e	False	0.0			3 6 7 3 7	ACXBZ	HJEDE	3	3.H.C 3.J.C 3.E.V 3.D.C 3.E.V	2.0 1.5 1.5 1.75 0.8	hjeθe	0	0	9466-Otomanguean	11322
9554	Otomi	Otomanguean	season	SEASON	mpat'i	mpat'i	m p a t̪ʼ i	False	0.0			4 1 7 1 7	ACYBZ	MPATI	3	3.M.C 3.P.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	mpat̪ʼi	0	0	9456-Otomanguean	11312
9555	Otomi	Otomanguean	season	SEASON	nda'ye	nda'ye	n d a ˀj e	False	0.0			4 1 7 6 7	ACYBZ	NTAJE	3	3.N.C 3.T.C 3.A.V 3.J.C 3.E.V	2.0 1.5 1.3 1.75 0.8	ndaˀje	0	0	9468-Otomanguean	11323
9556	Otomi	Otomanguean	season	SEASON	ntsenthi	ntsenthi	n ts e n θ i	False	0.0			4 2 7 4 3 7	ACYMBZ	NCENDI	3	3.N.C 3.C.C 3.E.V 3.N.c 3.D.C 3.I.V	2.0 1.5 1.3 1.1 1.75 0.8	ntsenθi	0	0	9469-Otomanguean	11324
9557	Otomi	Otomanguean	season	SEASON	tset'i	tset'i	ts e t̪ʼ i	False	0.0			2 7 1 7	AXBZ	CETI	3	3.C.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	tset̪ʼi	0	0	9470-Otomanguean	11325
11046	ImbaburaQuechua	Quechuan	season	SEASON	killa (4)	killa	k i ʒ a	False	0.0			1 7 3 7	AXBZ	KISA	1	1.K.C 1.I.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	kiʒa	1	0	9455-Quechuan	11311
12261	Wichi	Matacoan	season	SEASON	lawhoyis	lawhoyis	l a w̥ o j i s	False	0.0			5 7 6 7 6 7 3	AXBYBYN	LAWUJIS	7	7.L.C 7.A.V 7.W.C 7.U.V 7.J.C 7.I.V 7.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	law̥ojis	0	0	9460-Matacoan	11316
1207	Portuguese	Indo-European	second	SECOND	segundo	segundo	s e ɡ ũ d u					3 7 1 7 1 7	AXBYBZ	SEKYTY	4	4.S.C 4.E.V 4.K.C 4.Y.V 4.T.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	seɡũdu	0	0	9474-Indo-European	11329
2939	Spanish	Indo-European	second	SECOND	segundo	segundo	s e ɣ u n d o					3 7 3 7 4 1 7	AXBYMBZ	SEGYNTU	6	6.S.C 6.E.V 6.G.C 6.Y.V 6.N.c 6.T.C 6.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	seɣundo	0	0	9474-Indo-European	11329
4492	Yaqui	Uto-Aztecan	second	SECOND	woiria	woiria	w o i r i a	False	0.0			6 7 7 5 7 7	AXYBYZ	WUIRIA	8	8.W.C 8.U.V 8.I.V 8.R.C 8.I.V 8.A.V	2.0 1.5 1.3 1.75 1.3 0.8	woiria	0	0	9477-Uto-Aztecan	11331
7433	Qeqchi	Mayan	second	SECOND	xkab'	xkab'	ʃ k a ɓ	False	0.0			3 1 7 1	ACYN	SKAP	5	5.S.C 5.K.C 5.A.V 5.P.c	2.0 1.5 1.3 0.8	ʃkaɓ	0	0	9475-Mayan	11330
9460	Otomi	Otomanguean	second	SECOND	ñoho	ñoho	ɲ o h o	False	0.0			4 7 3 7	AXBZ	NUHU	3	3.N.C 3.U.V 3.H.C 3.U.V	2.0 1.5 1.75 0.8	ɲoho	0	0	9473-Otomanguean	11328
10993	ImbaburaQuechua	Quechuan	second	SECOND	ishkayniki	ishkayniki	i ʃ k a j n i k i	False	0.0			7 3 1 7 6 4 7 1 7	XMBYMBYBZ	ISKAJNIKI	1	1.I.V 1.S.c 1.K.C 1.A.V 1.J.c 1.N.C 1.I.V 1.K.C 1.I.V	1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	iʃkajniki	0	0	9471-Quechuan	11326
13481	Mapudungun	Araucanian	second	SECOND	epu inalelu	epu_inalelu	e p u + i n a l e l u	False	0.0			7 1 7 9 7 4 7 5 7 5 7	XBZ_XBYBYBZ	EPY_INALELY	2	2.E.V 2.P.C 2.Y.V 2._._ 2.I.V 2.N.C 2.A.V 2.L.C 2.E.V 2.L.C 2.Y.V	1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	epu+inalelu	0	0	9472-Araucanian	11327
1436	Portuguese	Indo-European	secret	SECRET	segredo	segredo	s e ɡ ɾ ɛ d u					3 7 1 5 7 1 7	AXBCYBZ	SEKRETY	4	4.S.C 4.E.V 4.K.C 4.R.C 4.E.V 4.T.C 4.Y.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	seɡɾɛdu	0	9481	9481-Indo-European	11336
