ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID	DETECT_STATUS
2227	Spanish	PAN	cazuela	cazuela	k a s w e l a						
3912	Yaqui	PAN	kaaso	kaaso	k aː s o	Spanish	caso				tn
5332	ZinacantanTzotzil	PAN	pasob ve`elil	pasob_ve`elil	pʰ a s o ɓ + v e ʔ e l i l						tn
6681	Qeqchi	PAN	xartin	xartin	ʃ a ɾ t i n	Spanish	sartén				tn
6682	Qeqchi	PAN	k’ileb’aal	k’ileb’aal	kʼ i l e ɓ aː l						tn
8549	Otomi	PAN	manza	manza	m a n z a						tn
8550	Otomi	PAN	mamhi	mamhi	m a mʰ i						tn
10538	ImbaburaQuechua	PAN	bichi	bichi	b i tʃ i	Spanish	pilche				tn
11725	Wichi	PAN	kaslula	kaslula	k a s l u l a	Spanish	cacerola				tn
12999	Mapudungun	PAN	kaserola	kaserola	k a s e ɻ o l a	Spanish	cacerola				tn
1506	Portuguese	PAPER	papel	papel	p a p ɛu						
3269	Spanish	PAPER	papel	papel	p a p ɛ l						
4755	Yaqui	PAPER	ji’osia	ji’osia	j i ʔ o s i a						tn
6060	ZinacantanTzotzil	PAPER	vun	vun	v u n						tn
7763	Qeqchi	PAPER	hu	hu	h u						tn
9915	Otomi	PAPER	he̲'mi	he̲'mi	h æ ˀm i						tn
11223	ImbaburaQuechua	PAPER	papil	papil	p a p i l	Spanish	papel	Portuguese	p a p ɛu	1506	tn
12443	Wichi	PAPER	papel	papel	p a p e l	Spanish	papel	Portuguese	p a p ɛu	1506	tn
13710	Mapudungun	PAPER	papel	papel	p a p e l	Spanish	papel	Portuguese	p a p ɛu	1506	tn
127	Portuguese	PARENTS	pais	pais	p ai ʃ						
1804	Spanish	PARENTS	padres	padres	p a ð ɾ e s						
3547	Yaqui	PARENTS	yo’owam	yo’owam	j o ʔ o w a m						tn
6259	Qeqchi	PARENTS	inna’ inyuwa’	inna’_inyuwa’	i n + n a ʔ + i n j u w a ʔ						tn
8043	Otomi	PARENTS	mengu	mengu	m e n g u						tn
10245	ImbaburaQuechua	PARENTS	yayamama	yayamama	j a j a m a m a						tn
11401	Wichi	PARENTS	tolhukwey	tolhukwey	t o lˠ u kʷ e j						tn
12652	Mapudungun	PARENTS	epu fütake che	epu_fütake_che	e p u + f ɨ t a k e + tʃ e						tn
243	Portuguese	PARROT	papagaio	papagaio	p a p a ɡ ai u						
1938	Spanish	PARROT	loro	loro	l o ɾ o						
1939	Spanish	PARROT	papagayo	papagayo	p a p a ɣ a ʝ o						
3665	Yaqui	PARROT	baro	baro	b a r o						tn
5073	ZinacantanTzotzil	PARROT	loro	loro	l o ɾ o	Spanish	loro				tn
5074	ZinacantanTzotzil	PARROT	periko	periko	pʰ e ɾ i k o	Spanish	perico	Portuguese	p a p a ɡ ai u	243	tn
6378	Qeqchi	PARROT	loor	loor	l oː r	Spanish	loro				tn
6379	Qeqchi	PARROT	chocho’	chocho’	tʃ o tʃ o ʔ						tn
8227	Otomi	PARROT	loro	loro	l o r o	Spanish	loro				tn
10339	ImbaburaQuechua	PARROT	luru	luru	l u ɾ u	Spanish	loro				tn
11491	Wichi	PARROT	ele	ele	e l e	Pilagá	ele’				tn
12788	Mapudungun	PARROT	choroy	choroy	tʃ o ɻ o y						tn
12789	Mapudungun	PARROT	rawillma	rawillma	ɻ a w i ʎ m a						tn
1199	Portuguese	PART	parte	parte	p a ʁ tʃ i						
1200	Portuguese	PART	pedaço	pedaço	p e d a s u						
1201	Portuguese	PART	peça	peça	p ɛ s ɐ						
2932	Spanish	PART	pedazo	pedazo	p e ð a s o						
2933	Spanish	PART	parte	parte	p a ɾ t e						
4487	Yaqui	PART	rebei	rebei	r e b e i						tn
7425	Qeqchi	PART	ch’ol	ch’ol	tʃʼ o l						tn
7426	Qeqchi	PART	raqal	raqal	r a q a l						tn
9450	Otomi	PART	xe̲ni	xe̲ni	x æ n i						tn
10988	ImbaburaQuechua	PART	fiti	fiti	ɸ i t i			Portuguese	p a ʁ tʃ i	1199	fp
12205	Wichi	PART	lhip	lhip	lˠ i p						tn
13473	Mapudungun	PART	kiñe triran	kiñe_triran	k i ɲ e + ʈʂ i ɻ a n						tn
13474	Mapudungun	PART	kiñe katrün	kiñe_katrün	k i ɲ e + k a ʈʂ ɨ n						tn
13475	Mapudungun	PART	kiñe trafon	kiñe_trafon	k i ɲ e + ʈʂ a f o n						tn
13476	Mapudungun	PART	pedaso	pedaso	p e θ a s o	Spanish	pedazo	Portuguese	p e d a s u	1200	tn
198	Portuguese	PASTURE	pasto	pasto	p a ʃ t u						
199	Portuguese	PASTURE	pastagem	pastagem	p a ʃ t a ʒ ẽĩ						
1883	Spanish	PASTURE	pradera	pradera	p ɾ a ð ɛ ɾ a						
1884	Spanish	PASTURE	potrero	potrero	p o t ɾ ɛ ɾ o						
3625	Yaqui	PASTURE	poteo	poteo	p o t e o	Spanish	potrero	Portuguese	p a ʃ t u	198	tn
5038	ZinacantanTzotzil	PASTURE	koleb	koleb	k o l e b						tn
5039	ZinacantanTzotzil	PASTURE	potrero	potrero	pʰ o t ɾ e ɾ o	Spanish	potrero				tn
6331	Qeqchi	PASTURE	potreer, potrero	potreer	p o t ɾ eː r	Spanish	potrero				tn
6332	Qeqchi	PASTURE	koral wakax	koral_wakax	k o ɾ a l + w a k a ʃ						tn
6333	Qeqchi	PASTURE	rax ch’och’	rax_ch’och’	r a ʃ + tʃʼ o tʃʼ						tn
8165	Otomi	PASTURE	pasto	pasto	p a s t̪ o	Spanish	pasto	Portuguese	p a ʃ t u	198	tn
10302	ImbaburaQuechua	PASTURE	putru (1)	putru	p u t ɾ u	Spanish	potrero	Portuguese	p a ʃ t u	198	tn
11453	Wichi	PASTURE	toloy lhokw’et	toloy_lhokw’et	t o l o j + lˠ o kʷ ʔ e t						tn
12745	Mapudungun	PASTURE	potreru	potreru	p o ʈʂ e ɻ u	Spanish	potrero				tn
154	Portuguese	PATERNAL AUNT (FATHER'S SISTER)	irmã	irmã	i ʁ m ɐ̃						
1834	Spanish	PATERNAL AUNT (FATHER'S SISTER)	hermana del padre	hermana_del_padre	ɛ ɾ m a n a + ð ɛ l + p a ð ɾ e						
3585	Yaqui	PATERNAL AUNT (FATHER'S SISTER)	jaaka	jaaka	j aː k a						tn
6288	Qeqchi	PATERNAL AUNT (FATHER'S SISTER)	ranab’ xyuwa’	ranab’_xyuwa’	r a n a ɓ + ʃ j u w a ʔ						tn
8083	Otomi	PATERNAL AUNT (FATHER'S SISTER)	zitsí	zitsí	z i ts i						tn
10269	ImbaburaQuechua	PATERNAL AUNT (FATHER'S SISTER)	tiya	tiya	t i j a	Spanish	tía				tn
11423	Wichi	PATERNAL AUNT (FATHER'S SISTER)	towit’uj	towit’uj	t o w i t ʔ u x						tn
12697	Mapudungun	PATERNAL AUNT (FATHER'S SISTER)	paḻu	paḻu	p a l̪ u						tn
151	Portuguese	PATERNAL UNCLE (FATHER'S BROTHER)	irmão	irmão	i ʁ m ɐ̃ũ						
1831	Spanish	PATERNAL UNCLE (FATHER'S BROTHER)	hermano del padre	hermano_del_padre	ɛ ɾ m a n o + ð ɛ l + p a ð ɾ e						
3579	Yaqui	PATERNAL UNCLE (FATHER'S BROTHER)	jabai	jabai	j a b a i						tn
8079	Otomi	PATERNAL UNCLE (FATHER'S BROTHER)	'we	'we	ˀw e						tn
8080	Otomi	PATERNAL UNCLE (FATHER'S BROTHER)	tiyo	tiyo	t̪ i j o	Spanish	tío				tn
10266	ImbaburaQuechua	PATERNAL UNCLE (FATHER'S BROTHER)	tiyu (2)	tiyu	t i j u	Spanish	tío				tn
11420	Wichi	PATERNAL UNCLE (FATHER'S BROTHER)	towithuk	towithuk	t o w i tʰ u k						tn
12694	Mapudungun	PATERNAL UNCLE (FATHER'S BROTHER)	malle	malle	m a ʎ e						tn
985	Portuguese	PATH	caminho	caminho	k ɐ m i ɲ u						
986	Portuguese	PATH	vereda	vereda	v e ɾ ɛ d ɐ						
2703	Spanish	PATH	camino	camino	k a m i n o						
2704	Spanish	PATH	senda	senda	s e n d a						
4295	Yaqui	PATH	boo’o	boo’o	b oː ʔ o						tn
5663	ZinacantanTzotzil	PATH	be	be	ɓ e						tn
5664	ZinacantanTzotzil	PATH	7ileb	7ileb	ʔ i l e b						tn
7172	Qeqchi	PATH	ch'ina b'e	ch'ina_b'e	tʃʼ i n a + ɓ e						tn
9172	Otomi	PATH	ts’ixt’u‘ñu	ts’ixt’u‘ñu	ts ʔ i x t̪ʼ u ˀɲ u						tn
9173	Otomi	PATH	'ñu	'ñu	ˀɲ u						tn
10842	ImbaburaQuechua	PATH	ñan	ñan	ɲ a ŋ						tn
12039	Wichi	PATH	senda	senda	s e n d a	Spanish	senda				tn
13316	Mapudungun	PATH	rüpü	rüpü	ɻ ɨ p ɨ						tn
1047	Portuguese	PAY	pagar	pagar	p a ɡ a ʁ						
2769	Spanish	PAY	pagar	pagar	p a ɣ a ɾ						
4347	Yaqui	PAY	beje’etua	beje’etua	b e j e ʔ e t u a						tn
5700	ZinacantanTzotzil	PAY	toh (2)	toh	t o h						tn
7230	Qeqchi	PAY	tojok	tojok	t o x o kʰ						tn
9246	Otomi	PAY	jut'i	jut'i	x u t̪ʼ i						tn
10877	ImbaburaQuechua	PAY	pagana	pagana	p a g a n a	Spanish	pagar	Portuguese	p a ɡ a ʁ	1047	tn
12084	Wichi	PAY	iwuhaya	iwuhaya	i w u h a j a						tn
13357	Mapudungun	PAY	kullin	kullin	k u ʎ i n						tn
1570	Portuguese	PEACE	paz	paz	p a ʃ						
3338	Spanish	PEACE	paz	paz	p a s						
4799	Yaqui	PEACE	yanti jote’ewame	yanti_jote’ewame	j a n t i + j o t e ʔ e w a m e						tn
4800	Yaqui	PEACE	paas	paas	p aː s	Spanish	paz	Portuguese	p a ʃ	1570	tn
7813	Qeqchi	PEACE	sahil ch'oolej	sahil_ch'oolej	s a h i l + tʃʼ oː l e x						tn
7814	Qeqchi	PEACE	tuqtuukilal	tuqtuukilal	t u q t uː k i l a l						tn
10002	Otomi	PEACE	njohya	njohya	n x o h j a						tn
12481	Wichi	PEACE	totamsek	totamsek	t o t a m s e k						tn
13739	Mapudungun	PEACE	kümelkalen	kümelkalen	k ɨ m e l k a l e n						tn
13740	Mapudungun	PEACE	tüngkülen	tüngkülen	t ɨ ŋ k ɨ l e n						tn
551	Portuguese	PEEL	descascar	descascar	d e ʃ k a ʃ k a ʁ						
2246	Spanish	PEEL	pelar	pelar	p e l a ɾ						
3930	Yaqui	PEEL	besuma	besuma	b e s u m a						tn
5345	ZinacantanTzotzil	PEEL	cho7	cho7	tʃʰ o ʔ						tn
6707	Qeqchi	PEEL	b'ich'ok	b'ich'ok	ɓ i tʃʼ o kʰ						tn
6708	Qeqchi	PEEL	jotzok	jotzok	x o t z o kʰ						tn
8570	Otomi	PEEL	xont'i	xont'i	x o n t̪ʼ i						tn
8571	Otomi	PEEL	xänts'i	xänts'i	x ɐ n tsʼ i						tn
10553	ImbaburaQuechua	PEEL	llushtina	llushtina	ʒ u ʃ t i n a						tn
11738	Wichi	PEEL	ilanhit’oj	ilanhit’oj	i l a n̥ i t ʔ o x						tn
13017	Mapudungun	PEEL	chafün	chafün	tʃ a f ɨ n						tn
1507	Portuguese	PEN	caneta	caneta	k ɐ n ɛ t ɐ						
3270	Spanish	PEN	pluma	pluma	p l u m a						
4756	Yaqui	PEN	pluuma	pluuma	p l uː m a	Spanish	pluma				tn
7764	Qeqchi	PEN	tz'iib'leb'	tz'iib'leb'	tsʼ iː ɓ l e ɓ						tn
9916	Otomi	PEN	xi'ni t'ot'i	xi'ni_t'ot'i	x i ˀn i + t̪ʼ o t̪ʼ i						tn
9917	Otomi	PEN	lapisero	lapisero	l a p i s e r o	Spanish	lapicero				tn
11224	ImbaburaQuechua	PEN	kilkana kaspi	kilkana_kaspi	k i l k a n a + k a s p i						tn
413	Portuguese	PENIS	pênis	pênis	p e n i ʃ						
2108	Spanish	PENIS	pene	pene	p e n e						
3818	Yaqui	PENIS	ju’i	ju’i	j u ʔ i						tn
3819	Yaqui	PENIS	bichoo	bichoo	b i tʃ oː						tn
5238	ZinacantanTzotzil	PENIS	7at	7at	ʔ a tʰ						tn
5239	ZinacantanTzotzil	PENIS	7ushubil	7ushubil	ʔ u ʃ u ɓ i l						tn
6557	Qeqchi	PENIS	tz’ik	tz’ik	tsʼ i kʰ						tn
6558	Qeqchi	PENIS	kun	kun	k u n						tn
6559	Qeqchi	PENIS	tz'ejwal	tz'ejwal	tsʼ e xʷ a l						tn
8412	Otomi	PENIS	nts'u̲	nts'u̲	n tsʼ u						tn
10463	ImbaburaQuechua	PENIS	pishku (2)	pishku	p i ʃ k u						tn
11644	Wichi	PENIS	tolhu	tolhu	t o lˠ u						tn
12917	Mapudungun	PENIS	pünün	pünün	p ɨ n ɨ n			Portuguese	p e n i ʃ	413	fp
1521	Portuguese	PEOPLE	povo	povo	p ɔ v u						
3287	Spanish	PEOPLE	pueblo	pueblo	p w e β l o						
3288	Spanish	PEOPLE	gente	gente	x e n t e						
4769	Yaqui	PEOPLE	puepplo	puepplo	p u e p p l o	Spanish	pueblo	Portuguese	p ɔ v u	1521	tn
7777	Qeqchi	PEOPLE	tenamitil	tenamitil	t e n a m i t i l						tn
9938	Otomi	PEOPLE	ya jä’i	ya_jä’i	j a + x ɐ ʔ i						tn
9939	Otomi	PEOPLE	hnini	hnini	h n i n i						tn
11234	ImbaburaQuechua	PEOPLE	jinti (2)	jinti	x i n d i	Spanish	gente				tn
12456	Wichi	PEOPLE	wichi	wichi	w i tʃ i						tn
13717	Mapudungun	PEOPLE	che	che	tʃ e						tn
588	Portuguese	PEPPER	pimenta	pimenta	p i m ẽ t ɐ						
2280	Spanish	PEPPER	pimienta	pimienta	p i m j e n t a						
3958	Yaqui	PEPPER	pimientam	pimientam	p i m i e n t a m	Spanish	pimienta	Portuguese	p i m ẽ t ɐ	588	tn
5381	ZinacantanTzotzil	PEPPER	pimenta	pimenta	pʰ i m e n t a	Spanish	pimienta	Portuguese	p i m ẽ t ɐ	588	tn
6745	Qeqchi	PEPPER	kaxlan q’een	kaxlan_q’een	k a ʃ l a n + qʼ eː n						tn
8608	Otomi	PEPPER	nthänts'i	nthänts'i	n θ ɐ n tsʼ i						tn
11763	Wichi	PEPPER	ponhontaj	ponhontaj	p o n̥ o n t a x						tn
1651	Portuguese	PERJURY	perjúrio	perjúrio	p e ʁ ʒ u ɾ j u						
3416	Spanish	PERJURY	perjurio	perjurio	p ɛ ɾ x u ɾ j o						
4860	Yaqui	PERJURY	anoki’ichia	anoki’ichia	a n o k i ʔ i tʃ i a						tn
10116	Otomi	PERJURY	nts'oni	nts'oni	n tsʼ o n i						tn
10117	Otomi	PERJURY	nts'oku̲te	nts'oku̲te	n tsʼ o k u t̪ e						tn
10118	Otomi	PERJURY	nduxte	nduxte	n d u x t̪ e						tn
11300	ImbaburaQuechua	PERJURY	llullay	llullay	ʒ u ʒ a j						tn
100	Portuguese	PERSON	pessoa	pessoa	p e s o ɐ						
101	Portuguese	PERSON	ser humano	ser_humano	s e ʁ + u m ɐ n u						
1781	Spanish	PERSON	persona	persona	p ɛ ɾ s o n a						
3528	Yaqui	PERSON	bato’i	bato’i	b a t o ʔ i						tn
4963	ZinacantanTzotzil	PERSON	krishchnano	krishchnano	k ɾ i ʃ tʃʰ n a n o	Spanish	cristiano				tn
6234	Qeqchi	PERSON	poyanam	poyanam	p o j a n a m						tn
8021	Otomi	PERSON	jä'i	jä'i	x ɐ ʔ i						tn
10228	ImbaburaQuechua	PERSON	jinti (1)	jinti	x i n d i	Spanish	gente				tn
12630	Mapudungun	PERSON	che	che	tʃ e						tn
566	Portuguese	PESTLE	mão de pilão	mão_de_pilão	m ɐ̃ũ + dʒ i + p i l ɐ̃ũ						
567	Portuguese	PESTLE	almofariz	almofariz	au m o f a ɾ i ʃ						
2262	Spanish	PESTLE	mano de mortero	mano_de_mortero	m a n o + ð e + m o ɾ t ɛ ɾ o						
3941	Yaqui	PESTLE	teta tutua	teta_tutua	t e t a + t u t u a						tn
6728	Qeqchi	PESTLE	ruq' ka'	ruq'_ka'	r u qʼ + k a ʔ						tn
8587	Otomi	PESTLE	hmihi mada	hmihi_mada	h m i h i + m a d a						tn
10564	ImbaburaQuechua	PESTLE	kutuk rumi	kutuk_rumi	k u t u k + ɾ u m i						tn
11749	Wichi	PESTLE	fwelhekcha	fwelhekcha	fʷ e lˠ e k tʃ a						tn
11750	Wichi	PESTLE	lanhat	lanhat	l a n̥ a t						tn
484	Portuguese	PHYSICIAN	médico	médico	m ɛ dʒ i k u						
2180	Spanish	PHYSICIAN	doctor	doctor	d o k t o ɾ						
2181	Spanish	PHYSICIAN	médico	médico	m e ð i k o						
3869	Yaqui	PHYSICIAN	jitebii	jitebii	j i t e b iː						tn
3870	Yaqui	PHYSICIAN	lotor ~ lotoor	lotor	l o t o r	Spanish	doctor				tn
3871	Yaqui	PHYSICIAN	yoi jitebi	yoi_jitebi	j o i + j i t e b i						tn
5291	ZinacantanTzotzil	PHYSICIAN	hposhtavaneh	hposhtavaneh	h p o ʃ t a v a n e h						tn
5292	ZinacantanTzotzil	PHYSICIAN	lo*ktor	lo*ktor	l o o k t o r	Spanish	doctor				tn
6629	Qeqchi	PHYSICIAN	loktor	loktor	l o k t o r	Spanish	doctor				tn
6630	Qeqchi	PHYSICIAN	b'anonel	b'anonel	ɓ a n o n e l						tn
8480	Otomi	PHYSICIAN	'yo̲the	'yo̲the	ˀj ə θ e						tn
8481	Otomi	PHYSICIAN	doku̲tor	doku̲tor	d o k u t̪ o r	Spanish	doctor				tn
10506	ImbaburaQuechua	PHYSICIAN	jambik (1)	jambik	x a m b i k						tn
11690	Wichi	PHYSICIAN	luktul	luktul	l u k t u l	Spanish	doctor				tn
11691	Wichi	PHYSICIAN	kachawu	kachawu	k a tʃ a w u						tn
12963	Mapudungun	PHYSICIAN	ḻaweṉtuchefe	ḻaweṉtuchefe	l̪ a w e n̪ t u tʃ e f e						tn
12964	Mapudungun	PHYSICIAN	doktor	doktor	θ o k t o ɻ	Spanish	doctor				tn
1090	Portuguese	PICK UP	captar	captar	k a p t a ʁ						
2823	Spanish	PICK UP	recoger	recoger	r e k o x ɛ ɾ						
4385	Yaqui	PICK UP	nautoja	nautoja	n a u t o j a						tn
5732	ZinacantanTzotzil	PICK UP	tam	tam	t a m						tn
7276	Qeqchi	PICK UP	xokok	xokok	ʃ o k o kʰ						tn
9309	Otomi	PICK UP	juts’i	juts’i	x u tsʼ i						tn
9310	Otomi	PICK UP	pats'i	pats'i	p a tsʼ i						tn
10909	ImbaburaQuechua	PICK UP	tandachina (3)	tandachina	t a n d a tʃ i n a						tn
12123	Wichi	PICK UP	t’okwe	t’okwe	t ʔ o kʷ e						tn
13392	Mapudungun	PICK UP	ñimitun	ñimitun	ɲ i m i t u n						tn
215	Portuguese	PIG	porco	porco	p ɔ ʁ k u						
1904	Spanish	PIG	cerdo	cerdo	s ɛ ɾ ð o						
1905	Spanish	PIG	puerco	puerco	p w ɛ ɾ k o						
1906	Spanish	PIG	chancho	chancho	tʃ a n tʃ o						
3639	Yaqui	PIG	kowi o’ou	kowi_o’ou	k o w i + o ʔ o u						tn
5052	ZinacantanTzotzil	PIG	chitom	chitom	tʃʰ i t o m						tn
6350	Qeqchi	PIG	kuy	kuy	k u j						tn
8187	Otomi	PIG	ts'udi	ts'udi	ts ʔ u d i						tn
8188	Otomi	PIG	berko	berko	b e r k o	Spanish	puerco	Portuguese	p ɔ ʁ k u	215	tn
8189	Otomi	PIG	ndobuts'udi	ndobuts'udi	n d o b u tsʼ u d i						tn
8190	Otomi	PIG	ndots'udi	ndots'udi	n d o tsʼ u d i						tn
8191	Otomi	PIG	ta ts'udi	ta_ts'udi	t̪ a + tsʼ u d i						tn
8192	Otomi	PIG	tabuts'udi	tabuts'udi	t̪ a b u tsʼ u d i						tn
10316	ImbaburaQuechua	PIG	kuchi	kuchi	k u tʃ i						tn
11468	Wichi	PIG	kutsi	kutsi	k u ts i	Quechua	khuchi				tn
11469	Wichi	PIG	nitsetaj asnak	nitsetaj_asnak	n i ts e t a x + a s n a k						tn
12760	Mapudungun	PIG	sanchu	sanchu	s a n tʃ u	Spanish	chancho				tn
12761	Mapudungun	PIG	sañwe	sañwe	s a ɲ w e	Spanish	chancho				tn
1091	Portuguese	PILE UP	empilhar	empilhar	ẽ p i ʎ a ʁ						
2824	Spanish	PILE UP	amontonar	amontonar	a m o n t o n a ɾ						
4386	Yaqui	PILE UP	naumonto	naumonto	n a u m o n t o	Spanish	amontonar				tn
5733	ZinacantanTzotzil	PILE UP	yem ba	yem_ba	j e m + ɓ a						tn
7277	Qeqchi	PILE UP	b'uyuxink	b'uyuxink	ɓ u j u ʃ i n kʰ						tn
9311	Otomi	PILE UP	munts'i	munts'i	m u n tsʼ i						tn
9312	Otomi	PILE UP	mundo	mundo	m u n d o	Spanish	montón				tn
9313	Otomi	PILE UP	muhni	muhni	m u h n i						tn
10910	ImbaburaQuechua	PILE UP	muntunana	muntunana	m u n d u n a n a	Spanish	amontonar				tn
12124	Wichi	PILE UP	iskun	iskun	i s k u n						tn
13393	Mapudungun	PILE UP	wirkolün	wirkolün	w i ɻ k o l ɨ n						tn
706	Portuguese	PILLOW	almofada	almofada	au m o f a d ɐ						
707	Portuguese	PILLOW	travesseiro	travesseiro	t ɾ a v e s ei ɾ u						
2402	Spanish	PILLOW	almohada	almohada	a l m o a ð a						
4070	Yaqui	PILLOW	muteka	muteka	m u t e k a						tn
5458	ZinacantanTzotzil	PILLOW	shon holil	shon_holil	ʃ o n + h o l i l						tn
6856	Qeqchi	PILLOW	sok jolomej	sok_jolomej	s o k + x o l o m e x						tn
8748	Otomi	PILLOW	nthuxu̲ñä	nthuxu̲ñä	n θ u x u ɲ ɐ						tn
10654	ImbaburaQuechua	PILLOW	sauna	sauna	s a u n a						tn
11849	Wichi	PILLOW	tot’alaj	tot’alaj	t o t ʔ a l a x						tn
13118	Mapudungun	PILLOW	metrül	metrül	m e ʈʂ ɨ l						tn
652	Portuguese	PIN	alfinete	alfinete	au f i n ɛ tʃ i						
2343	Spanish	PIN	alfiler	alfiler	a l f i l ɛ ɾ						
4028	Yaqui	PIN	alpiler	alpiler	a l p i l e r	Spanish	alfiler				tn
6805	Qeqchi	PIN	alpiler	alpiler	a l p i l e r	Spanish	alfiler				tn
8686	Otomi	PIN	'no̲t'e	'no̲t'e	ˀn ə t̪ʼ e						tn
8687	Otomi	PIN	'no̲'mi	'no̲'mi	ˀn ə ˀm i						tn
13086	Mapudungun	PIN	alfiler	alfiler	a l f i l e ɻ	Spanish	alfiler				tn
13087	Mapudungun	PIN	sükill	sükill	s ɨ k i ʎ						tn
13088	Mapudungun	PIN	tupu	tupu	t u p u	Quechua	tupu				tn
1319	Portuguese	PINCH	beliscar	beliscar	b e l i ʃ k a ʁ						
3059	Spanish	PINCH	pellizcar	pellizcar	p e ʝ i s k a ɾ						
4597	Yaqui	PINCH	susuke	susuke	s u s u k e						tn
5913	ZinacantanTzotzil	PINCH	shut’	shut’	ʃ u tʼ						tn
7555	Qeqchi	PINCH	ch'epok	ch'epok	tʃʼ e p o kʰ						tn
7556	Qeqchi	PINCH	jochok	jochok	x o tʃ o kʰ	Ch’olan	*joch				tn
7557	Qeqchi	PINCH	ch'uyuk	ch'uyuk	tʃʼ u j u kʰ						tn
7558	Qeqchi	PINCH	xeb'ok	xeb'ok	ʃ e ɓ o kʰ	Ch’olan	*xeb’				tn
9624	Otomi	PINCH	xe̲t'i	xe̲t'i	x æ t̪ʼ i						tn
11078	ImbaburaQuechua	PINCH	tipsina	tipsina	t i p s i n a						tn
12292	Wichi	PINCH	hits’ifwin	hits’ifwin	h i ts ʔ i fʷ i n						tn
13562	Mapudungun	PINCH	rutretun	rutretun	ɻ u ʈʂ e t u n						tn
788	Portuguese	PINE	pinheiro	pinheiro	p i ɲ ei ɾ u						
2485	Spanish	PINE	pino	pino	p i n o						
4126	Yaqui	PINE	oko	oko	o k o						tn
4127	Yaqui	PINE	piino	piino	p iː n o	Spanish	pino	Portuguese	p i ɲ ei ɾ u	788	tn
5509	ZinacantanTzotzil	PINE	toh	toh	t o h						tn
6928	Qeqchi	PINE	chaj	chaj	tʃ a x						tn
8846	Otomi	PINE	tu̲di	tu̲di	t̪ u d i						tn
8847	Otomi	PINE	pinu	pinu	p i n u	Spanish	pino	Portuguese	p i ɲ ei ɾ u	788	tn
10707	ImbaburaQuechua	PINE	pinu	pinu	p i n u	Spanish	pino	Portuguese	p i ɲ ei ɾ u	788	tn
11898	Wichi	PINE	hal’o	hal’o	h a l ʔ o						tn
13183	Mapudungun	PINE	pinu	pinu	p i n u	Spanish	pino	Portuguese	p i ɲ ei ɾ u	788	tn
794	Portuguese	PIPE	cachimbo	cachimbo	k a ʃ ĩ b u						
2493	Spanish	PIPE	pipa	pipa	p i p a						
4130	Yaqui	PIPE	piipa	piipa	p iː p a	Spanish	pipa				tn
4131	Yaqui	PIPE	ama yeyenwame	ama_yeyenwame	a m a + j e j e n w a m e						tn
6933	Qeqchi	PIPE	kachimp	kachimp	k a tʃ i m pʰ	Spanish	cachimba	Portuguese	k a ʃ ĩ b u	794	tn
8852	Otomi	PIPE	nja̲t'u̲'yu̲i	nja̲t'u̲'yu̲i	n x ɔ t̪ʼ u ˀj u i						tn
11902	Wichi	PIPE	tochethi	tochethi	t o tʃ e tʰ i						tn
13186	Mapudungun	PIPE	kitra	kitra	k i ʈʂ a						tn
433	Portuguese	PISS	urinar	urinar	u ɾ i n a ʁ						
2129	Spanish	PISS	orinar	orinar	o ɾ i n a ɾ						
2130	Spanish	PISS	mear	mear	m e a ɾ						
3836	Yaqui	PISS	siise	siise	s iː s e						tn
5257	ZinacantanTzotzil	PISS	k’abin	k’abin	kʼ a ɓ i n						tn
6589	Qeqchi	PISS	chu'uk	chu'uk	tʃ u ʔ u kʰ						tn
8435	Otomi	PISS	pit'i	pit'i	p i t̪ʼ i						tn
10479	ImbaburaQuechua	PISS	ishpana	ishpana	i ʃ p a n a						tn
11660	Wichi	PISS	t’elh	t’elh	t ʔ e l̥						tn
12933	Mapudungun	PISS	willin	willin	w i ʎ i n						tn
752	Portuguese	PITCHFORK	forcado	forcado	f o ʁ k a d u						
753	Portuguese	PITCHFORK	forquilha	forquilha	f o ʁ k i ʎ ɐ						
2447	Spanish	PITCHFORK	horqueta	horqueta	o ɾ k ɛ t a						
4101	Yaqui	PITCHFORK	orkeetam	orkeetam	o r k eː t a m	Spanish	horqueta	Portuguese	f o ʁ k a d u	752	tn
4102	Yaqui	PITCHFORK	orkiam	orkiam	o r k i a m	Spanish	horquilla	Portuguese	f o ʁ k i ʎ ɐ	753	tn
6897	Qeqchi	PITCHFORK	rastriyo	rastriyo	r a s t ɾ i j o	Spanish	rastrillo				tn
6898	Qeqchi	PITCHFORK	orkeet	orkeet	o ɾ k eː tʰ	Spanish	horqueta	Portuguese	f o ʁ k a d u	752	tn
10684	ImbaburaQuechua	PITCHFORK	jurkita	jurkita	x u ɾ k i t a	Spanish	horqueta	Portuguese	f o ʁ k a d u	752	tn
11875	Wichi	PITCHFORK	afwtsinaj	afwtsinaj	a fʷ ts i n a x						tn
13153	Mapudungun	PITCHFORK	wilkita	wilkita	w i l k i t a	Spanish	horqueta	Portuguese	f o ʁ k a d u	752	tn
1367	Portuguese	PITY	pena	pena	p ɛ n ɐ						
1368	Portuguese	PITY	compaixão	compaixão	k õ p ai ʃ ɐ̃ũ						
3108	Spanish	PITY	compasión	compasión	k o m p a s j o n						
