ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
8677	Otomi	Otomanguean	HEADGEAR	mfoñä	mfoñä	m f o ɲ ɐ					
8678	Otomi	Otomanguean	HEADGEAR	nt'oñä	nt'oñä	n t̪ʼ o ɲ ɐ					
8679	Otomi	Otomanguean	HEADGEAR	nkät'u̲ñä	nkät'u̲ñä	n k ɐ t̪ʼ u ɲ ɐ					
8680	Otomi	Otomanguean	HEADGEAR	gorro	gorro	g o r r o	Spanish	gorro	Portuguese	ɡ ɔ ʁ u	645
10621	ImbaburaQuechua	Quechuan	HEADGEAR	muchiju	muchiju	m u tʃ i x u					
11807	Wichi	Matacoan	HEADGEAR	wun’a (1)	wun’a	w u n ʔ a					
13082	Mapudungun	Araucanian	HEADGEAR	chumpiru	chumpiru	tʃ u m p i ɻ u	Spanish	sombrero			
461	Portuguese	Indo-European	HEALTHY	bem	bem	b ẽĩ					
462	Portuguese	Indo-European	HEALTHY	saúde	saúde	s a u dʒ i					
463	Portuguese	Indo-European	HEALTHY	são	são	s ɐ̃ũ					
2157	Spanish	Indo-European	HEALTHY	sano	sano	s a n o					
2158	Spanish	Indo-European	HEALTHY	salud	salud	s a l u ð					
3854	Yaqui	Uto-Aztecan	HEALTHY	kaa ko’okoe	kaa_ko’okoe	k aː + k o ʔ o k o e					
5274	ZinacantanTzotzil	Mayan	HEALTHY	k’ok’	k’ok’	kʼ o kʼ					
6608	Qeqchi	Mayan	HEALTHY	kawal	kawal	k a w a l					
8457	Otomi	Otomanguean	HEALTHY	‘yomu̲nhño	‘yomu̲nhño	ˀj o m u nʰ ɲ o					
10493	ImbaburaQuechua	Quechuan	HEALTHY	alli kawsay	alli_kawsay	a ʒ i + k a w s a j					
11676	Wichi	Matacoan	HEALTHY	takhajhay	takhajhay	t a kʰ a xʰ a j					
12948	Mapudungun	Araucanian	HEALTHY	tremolen	tremolen	ʈʂ e m o l e n					
12949	Mapudungun	Araucanian	HEALTHY	külfünkülen	külfünkülen	k ɨ l f ɨ n k ɨ l e n					
1294	Portuguese	Indo-European	HEAR	ouvir	ouvir	o v i ʁ					
3033	Spanish	Indo-European	HEAR	oír	oír	o i ɾ					
4577	Yaqui	Uto-Aztecan	HEAR	jikkaja	jikkaja	j i k k a j a					
5891	ZinacantanTzotzil	Mayan	HEAR	7a7i	7a7i	ʔ a ʔ i					
7533	Qeqchi	Mayan	HEAR	ab'ink	ab'ink	a ɓ i n kʰ					
9576	Otomi	Otomanguean	HEAR	o̲de	o̲de	ə d e					
11059	ImbaburaQuechua	Quechuan	HEAR	uyana (1)	uyana	u j a n a					
12272	Wichi	Matacoan	HEAR	ilota	ilota	i l o t a					
12273	Wichi	Matacoan	HEAR	ilotey	ilotey	i l o t e j					
13545	Mapudungun	Araucanian	HEAR	allkün	allkün	a ʎ k ɨ n					
396	Portuguese	Indo-European	HEART	coração	coração	k o ɾ a s ɐ̃ũ					
2092	Spanish	Indo-European	HEART	corazón	corazón	k o ɾ a s o n					
3801	Yaqui	Uto-Aztecan	HEART	jiapsi	jiapsi	j i a p s i					
3802	Yaqui	Uto-Aztecan	HEART	sula	sula	s u l a					
5221	ZinacantanTzotzil	Mayan	HEART	7o7onil	7o7onil	ʔ o ʔ o n i l					
6540	Qeqchi	Mayan	HEART	ch'ool	ch'ool	tʃʼ oː l					
8396	Otomi	Otomanguean	HEART	mu̲i (1)	mu̲i	m u i					
10452	ImbaburaQuechua	Quechuan	HEART	shungu	shungu	ʃ u ŋ g u					
11633	Wichi	Matacoan	HEART	tot’utle	tot’utle	t o t ʔ u t l e					
12905	Mapudungun	Araucanian	HEART	piwke	piwke	p i w k e					
1671	Portuguese	Indo-European	HEAVEN	céu	céu	s ɛu					
3439	Spanish	Indo-European	HEAVEN	cielo	cielo	s j e l o					
3440	Spanish	Indo-European	HEAVEN	paraíso	paraíso	p a ɾ a i s o					
4876	Yaqui	Uto-Aztecan	HEAVEN	yoo ania	yoo_ania	j oː + a n i a					
6142	ZinacantanTzotzil	Mayan	HEAVEN	vinahel	vinahel	v i n a h e l					
7911	Qeqchi	Mayan	HEAVEN	choxa, choxaal	choxa	tʃ o ʃ a					
10148	Otomi	Otomanguean	HEAVEN	mahets'i	mahets'i	m a h e tsʼ i					
10149	Otomi	Otomanguean	HEAVEN	paraiso	paraiso	p a r a i s o	Spanish	paraiso			
10150	Otomi	Otomanguean	HEAVEN	ntsa̲ya̲	ntsa̲ya̲	n ts ɔ j ɔ					
11314	ImbaburaQuechua	Quechuan	HEAVEN	silu	silu	s i l u	Spanish	cielo			
1331	Portuguese	Indo-European	HEAVY	pesado	pesado	p e z a d u					
3071	Spanish	Indo-European	HEAVY	pesado	pesado	p e s a ð o					
4605	Yaqui	Uto-Aztecan	HEAVY	bette	bette	b e t t e					
5921	ZinacantanTzotzil	Mayan	HEAVY	7ol	7ol	ʔ o l					
7577	Qeqchi	Mayan	HEAVY	aal	aal	aː l					
9635	Otomi	Otomanguean	HEAVY	xi hñu̲	xi_hñu̲	x i + h ɲ u					
11086	ImbaburaQuechua	Quechuan	HEAVY	llashaj	llashaj	ʒ a ʃ a x					
12299	Wichi	Matacoan	HEAVY	nichuyhat	nichuyhat	n i tʃ u j h a t					
13569	Mapudungun	Araucanian	HEAVY	fane	fane	f a n e					
384	Portuguese	Indo-European	HEEL	calcanhar	calcanhar	k au k ɐ ɲ a ʁ					
2081	Spanish	Indo-European	HEEL	talón	talón	t a l o n					
3791	Yaqui	Uto-Aztecan	HEEL	pempe’im	pempe’im	p e m p e ʔ i m					
5209	ZinacantanTzotzil	Mayan	HEEL	chak 7okol	chak_7okol	tʃʰ a k + ʔ o k o l					
5210	ZinacantanTzotzil	Mayan	HEEL	chakil	chakil	tʃʰ a k i l					
6528	Qeqchi	Mayan	HEEL	rit oq	rit_oq	r i t + o qʰ					
8382	Otomi	Otomanguean	HEEL	du̲nwa	du̲nwa	d u nʷ a					
10442	ImbaburaQuechua	Quechuan	HEEL	talun	talun	t a l u ŋ	Spanish	talon			
11623	Wichi	Matacoan	HEEL	topokhe	topokhe	t o p o kʰ e					
12895	Mapudungun	Araucanian	HEEL	rüngkoy ṉamuṉ	rüngkoy_ṉamuṉ	ɻ ɨ ŋ k o y + n̪ a m u n̪					
1672	Portuguese	Indo-European	HELL	inferno	inferno	ĩ f ɛ ʁ n u					
3441	Spanish	Indo-European	HELL	infierno	infierno	i m f j ɛ ɾ n o					
4877	Yaqui	Uto-Aztecan	HELL	inpierno	inpierno	i n p i e r n o	Spanish	infierno			
4878	Yaqui	Uto-Aztecan	HELL	yoojoara	yoojoara	j oː j o a r a					
6143	ZinacantanTzotzil	Mayan	HELL	7impyerno	7impyerno	ʔ i m p j e ɾ n o	Spanish	infierno			
6144	ZinacantanTzotzil	Mayan	HELL	k’ok’	k’ok’	kʼ o kʼ					
7912	Qeqchi	Mayan	HELL	tojleb'aal maak	tojleb'aal_maak	t o x l e ɓ aː l + m aː kʰ					
7913	Qeqchi	Mayan	HELL	xb'alb'a, b'alb'a	xb'alb'a	ʃ ɓ a l ɓ a					
10151	Otomi	Otomanguean	HELL	nidu	nidu	n i d u					
11315	ImbaburaQuechua	Quechuan	HELL	infirnu	infirnu	i n ɸ i ɾ n u	Spanish	infierno			
1588	Portuguese	Indo-European	HELMET	elmo	elmo	ɛu m u					
1589	Portuguese	Indo-European	HELMET	capacete	capacete	k a p a s ɛ tʃ i					
3354	Spanish	Indo-European	HELMET	yelmo	yelmo	ɟ ʝ ɛ l m o					
10023	Otomi	Otomanguean	HELMET	kasko	kasko	k a s k o	Spanish	casco			
10024	Otomi	Otomanguean	HELMET	nthuts'i (1)	nthuts'i	n θ u tsʼ i					
10025	Otomi	Otomanguean	HELMET	boho	boho	b o h o					
12495	Wichi	Matacoan	HELMET	lhetekhi	lhetekhi	lˠ e t e kʰ i					
1557	Portuguese	Indo-European	HELP	ajudar	ajudar	a ʒ u d a ʁ					
3324	Spanish	Indo-European	HELP	ayudar	ayudar	a ʝ u ð a ɾ					
4790	Yaqui	Uto-Aztecan	HELP	ania (2)	ania	a n i a					
6080	ZinacantanTzotzil	Mayan	HELP	kolta	kolta	k o l t a					
6081	ZinacantanTzotzil	Mayan	HELP	7ich’ ta k’ush	7ich’_ta_k’ush	ʔ i tʃʼ + t a + kʼ u sʰ					
7800	Qeqchi	Mayan	HELP	kamab'k	kamab'k	k a m a ɓ kʰ					
7801	Qeqchi	Mayan	HELP	tenq'ank	tenq'ank	t e n qʼ a n kʰ					
9988	Otomi	Otomanguean	HELP	fa̲ts'i	fa̲ts'i	f ɔ tsʼ i					
11252	ImbaburaQuechua	Quechuan	HELP	yanapana	yanapana	j a n a p a n a					
12474	Wichi	Matacoan	HELP	tach’uta	tach’uta	t a tʃ ʔ u t a					
13731	Mapudungun	Araucanian	HELP	kellun	kellun	k e ʎ u n					
229	Portuguese	Indo-European	HEN	galinha	galinha	ɡ a l i ɲ ɐ					
1923	Spanish	Indo-European	HEN	gallina	gallina	g a ʝ i n a					
3652	Yaqui	Uto-Aztecan	HEN	totoi jamut	totoi_jamut	t o t o i + j a m u t	Nahuatl	totolin			
5061	ZinacantanTzotzil	Mayan	HEN	me7 7alak’	me7_7alak’	m e ʔ + ʔ a l a kʼ					
5062	ZinacantanTzotzil	Mayan	HEN	me7 kashlan	me7_kashlan	m e ʔ + k a ʃ l a n	Spanish (Mexican)	castellano			
6364	Qeqchi	Mayan	HEN	xa’an kaxlan	xa’an_kaxlan	ʃ a ʔ a n + k a ʃ l a n					
6365	Qeqchi	Mayan	HEN	tux kaxlan	tux_kaxlan	t u ʃ + k a ʃ l a n					
8213	Otomi	Otomanguean	HEN	o̲ni (1)	o̲ni	ə n i					
8214	Otomi	Otomanguean	HEN	'ñunde	'ñunde	ˀɲ u n d e					
10328	ImbaburaQuechua	Quechuan	HEN	atallpa	atallpa	a t a ʒ p a					
11480	Wichi	Matacoan	HEN	hu’u	hu’u	h u ʔ u					
12774	Mapudungun	Araucanian	HEN	zomo achawall	zomo_achawall	z o m o + a tʃ a w a ʎ	Quechua	wallpa			
200	Portuguese	Indo-European	HERDSMAN	pastor	pastor	p a ʃ t o ʁ					
1885	Spanish	Indo-European	HERDSMAN	pastor	pastor	p a s t o ɾ					
1886	Spanish	Indo-European	HERDSMAN	vaquero	vaquero	b a k ɛ ɾ o					
3626	Yaqui	Uto-Aztecan	HERDSMAN	kapyeo	kapyeo	k a p j e o	Spanish	cabrero			
5040	ZinacantanTzotzil	Mayan	HERDSMAN	jmak-_	jmak-_	ħ m a k					
6334	Qeqchi	Mayan	HERDSMAN	aj k’aak’alehom ketomq	aj_k’aak’alehom_ketomq	a x + kʼ aː kʼ a l e h o m + k e t o m qʰ					
6335	Qeqchi	Mayan	HERDSMAN	aj ilol xul	aj_ilol_xul	a x + i l o l + ʃ u l					
8166	Otomi	Otomanguean	HERDSMAN	ma̲’yo	ma̲’yo	m ɔ ʔ j o					
8167	Otomi	Otomanguean	HERDSMAN	ma̲meti	ma̲meti	m ɔ m e t̪ i					
10303	ImbaburaQuechua	Quechuan	HERDSMAN	michik	michik	m i tʃ i k					
11454	Wichi	Matacoan	HERDSMAN	tshotoywu	tshotoywu	tsʰ o t o j w u					
12746	Mapudungun	Araucanian	HERDSMAN	kulliñ kamañ	kulliñ_kamañ	k u ʎ i ɲ + k a m a ɲ					
237	Portuguese	Indo-European	HERON	garça	garça	ɡ a ʁ s ɐ					
1932	Spanish	Indo-European	HERON	garza	garza	g a ɾ s a					
3660	Yaqui	Uto-Aztecan	HERON	baawo’i	baawo’i	b aː w o ʔ i					
5068	ZinacantanTzotzil	Mayan	HERON	karsa	karsa	k a ɾ s a	Spanish	garza	Portuguese	ɡ a ʁ s ɐ	237
5069	ZinacantanTzotzil	Mayan	HERON	htzakchoy	htzakchoy	h tsʰ a k tʃʰ o j					
6371	Qeqchi	Mayan	HERON	jotz	jotz	x o t z					
6372	Qeqchi	Mayan	HERON	saqikil	saqikil	s a q i k i l					
6373	Qeqchi	Mayan	HERON	patux ha’	patux_ha’	p a t u ʃ + h a ʔ					
8221	Otomi	Otomanguean	HERON	garsa	garsa	g a r s a	Spanish	garza	Portuguese	ɡ a ʁ s ɐ	237
10334	ImbaburaQuechua	Quechuan	HERON	garsa	garsa	g a ɾ s a	Spanish	garza	Portuguese	ɡ a ʁ s ɐ	237
11486	Wichi	Matacoan	HERON	mup’i	mup’i	m u p ʔ i					
11487	Wichi	Matacoan	HERON	kalaktaj	kalaktaj	k a l a k t a x					
417	Portuguese	Indo-European	HICCOUGH	soluço	soluço	s o l u s u					
2112	Spanish	Indo-European	HICCOUGH	tener hipo	tener_hipo	t e n ɛ ɾ + i p o					
3821	Yaqui	Uto-Aztecan	HICCOUGH	je’okte	je’okte	j e ʔ o k t e					
5241	ZinacantanTzotzil	Mayan	HICCOUGH	shuk’shuk’	shuk’shuk’	ʃ u kʼ ʃ u kʼ					
6561	Qeqchi	Mayan	HICCOUGH	chuq'ub'ak	chuq'ub'ak	tʃ u qʼ u ɓ a kʰ	Q’anjob’alan	chuq’ub’			
6562	Qeqchi	Mayan	HICCOUGH	k'ehok chuq'ub'	k'ehok_chuq'ub'	k ʔ e h o k + tʃ u qʼ u ɓ					
8414	Otomi	Otomanguean	HICCOUGH	nk'u̲ts'i	nk'u̲ts'i	n kʼ u tsʼ i					
10465	ImbaburaQuechua	Quechuan	HICCOUGH	jikiana	jikiana	x i k i a n a					
11646	Wichi	Matacoan	HICCOUGH	yul’e	yul’e	y u l ʔ e					
12919	Mapudungun	Araucanian	HICCOUGH	ütrorün	ütrorün	ɨ ʈʂ o ɻ ɨ n					
1100	Portuguese	Indo-European	HIDE (CONCEAL)	esconder	esconder	i ʃ k õ d e ʁ					
2833	Spanish	Indo-European	HIDE (CONCEAL)	esconder	esconder	ɛ s k o n d ɛ ɾ					
4394	Yaqui	Uto-Aztecan	HIDE (CONCEAL)	e’eria	e’eria	e ʔ e r i a					
5739	ZinacantanTzotzil	Mayan	HIDE (CONCEAL)	nak’	nak’	n a kʼ					
7288	Qeqchi	Mayan	HIDE (CONCEAL)	muquk	muquk	m u q u kʰ					
7289	Qeqchi	Mayan	HIDE (CONCEAL)	jalmuqank, jalmuqink	jalmuqank	x a l m u q a n kʰ					
9323	Otomi	Otomanguean	HIDE (CONCEAL)	ägi	ägi	ɐ g i					
10917	ImbaburaQuechua	Quechuan	HIDE (CONCEAL)	pakana	pakana	p a k a n a					
12132	Wichi	Matacoan	HIDE (CONCEAL)	iskat	iskat	i s k a t					
13401	Mapudungun	Araucanian	HIDE (CONCEAL)	ellkan	ellkan	e ʎ k a n					
1101	Portuguese	Indo-European	HIGH	alto	alto	au t u					
1102	Portuguese	Indo-European	HIGH	elevado	elevado	i l e v a d u					
2834	Spanish	Indo-European	HIGH	alto	alto	a l t o					
2835	Spanish	Indo-European	HIGH	elevado	elevado	e l e β a ð o					
4395	Yaqui	Uto-Aztecan	HIGH	mekjikachi	mekjikachi	m e k j i k a tʃ i					
5740	ZinacantanTzotzil	Mayan	HIGH	toyol	toyol	t o j o l					
7290	Qeqchi	Mayan	HIGH	nim xteram	nim_xteram	n i m + ʃ t e ɾ a m					
7291	Qeqchi	Mayan	HIGH	yak'ach	yak'ach	j a kʼ a tʃ					
9324	Otomi	Otomanguean	HIGH	xi hñets'i	xi_hñets'i	x i + h ɲ e tsʼ i					
10918	ImbaburaQuechua	Quechuan	HIGH	jatun	jatun	x a t u ŋ					
12133	Wichi	Matacoan	HIGH	atufwpho	atufwpho	a t u fʷ pʰ o					
13402	Mapudungun	Araucanian	HIGH	alüpüra	alüpüra	a l ɨ p ɨ ɻ a					
41	Portuguese	Indo-European	HIGH TIDE	maré alta	maré_alta	m a ɾ ɛ + au t ɐ					
42	Portuguese	Indo-European	HIGH TIDE	preamar	preamar	p ɾ i ɐ m a ʁ					
43	Portuguese	Indo-European	HIGH TIDE	praiamar	praiamar	p ɾ ai ɐ m a ʁ					
1724	Spanish	Indo-European	HIGH TIDE	pleamar	pleamar	p l e a m a ɾ					
3481	Yaqui	Uto-Aztecan	HIGH TIDE	bawe jikat bo’oka	bawe_jikat_bo’oka	b a w e + j i k a t + b o ʔ o k a					
7963	Otomi	Otomanguean	HIGH TIDE	dehe xi hñets’i	dehe_xi_hñets’i	d e h e + x i + h ɲ e tsʼ i					
12573	Mapudungun	Araucanian	HIGH TIDE	tripako	tripako	ʈʂ i p a k o					
1558	Portuguese	Indo-European	HINDER OR PREVENT	impedir	impedir	ĩ p e dʒ i ʁ					
1559	Portuguese	Indo-European	HINDER OR PREVENT	estorvar	estorvar	i ʃ t o ʁ v a ʁ					
3325	Spanish	Indo-European	HINDER OR PREVENT	impedir	impedir	i m p e ð i ɾ					
3326	Spanish	Indo-European	HINDER OR PREVENT	estorbar	estorbar	ɛ s t o ɾ β a ɾ					
406	Portuguese	Indo-European	HIP	quadril	quadril	k w a d ɾ iu					
407	Portuguese	Indo-European	HIP	anca	anca	ɐ̃ k ɐ					
408	Portuguese	Indo-European	HIP	cadeira	cadeira	k a d ei ɾ ɐ					
2102	Spanish	Indo-European	HIP	cadera	cadera	k a ð ɛ ɾ a					
3811	Yaqui	Uto-Aztecan	HIP	wikosa	wikosa	w i k o s a					
5230	ZinacantanTzotzil	Mayan	HIP	7o7il	7o7il	ʔ o ʔ i l					
6550	Qeqchi	Mayan	HIP	k’onx a’	k’onx_a’	kʼ o n ʃ + a ʔ					
8404	Otomi	Otomanguean	HIP	'yozu̲	'yozu̲	ˀj o z u					
8405	Otomi	Otomanguean	HIP	hyo	hyo	h j o					
10459	ImbaburaQuechua	Quechuan	HIP	kangui	kangui	k a ŋ g u i					
11641	Wichi	Matacoan	HIP	towej lhile	towej_lhile	t o w e x + lˠ i l e					
12913	Mapudungun	Araucanian	HIP	trutre	trutre	ʈʂ u ʈʂ e					
1051	Portuguese	Indo-European	HIRE OR RENT	alugar	alugar	a l u ɡ a ʁ					
2774	Spanish	Indo-European	HIRE OR RENT	alquilar	alquilar	a l k i l a ɾ					
2775	Spanish	Indo-European	HIRE OR RENT	emplear	emplear	e m p l e a ɾ					
751	Portuguese	Indo-European	HOE	enxada	enxada	ẽ ʃ a d ɐ					
2445	Spanish	Indo-European	HOE	azadón	azadón	a s a ð o n					
2446	Spanish	Indo-European	HOE	azada	azada	a s a ð a					
4100	Yaqui	Uto-Aztecan	HOE	asaroonim	asaroonim	a s a r oː n i m	Spanish	azadón			
5490	ZinacantanTzotzil	Mayan	HOE	7asaluna	7asaluna	ʔ a s a l u n a	Spanish	azado*n			
6896	Qeqchi	Mayan	HOE	asaron	asaron	a s a ɾ o n	Spanish	azadón			
8805	Otomi	Otomanguean	HOE	bo̲jä nt'e̲ñha̲i	bo̲jä_nt'e̲ñha̲i	b ə x ɐ + n t̪ʼ æ ɲʰ ɔ i					
8806	Otomi	Otomanguean	HOE	bo̲jä nku̲thä	bo̲jä_nku̲thä	b ə x ɐ + n k u θ ɐ					
10683	ImbaburaQuechua	Quechuan	HOE	azadun	azadun	a z a d u ŋ	Spanish	azadón			
11874	Wichi	Matacoan	HOE	asalataj	asalataj	a s a l a t a x	Spanish	azada			
13152	Mapudungun	Araucanian	HOE	asaon	asaon	a s a o n	Spanish	azadón			
1013	Portuguese	Indo-European	HOLD	segurar	segurar	s e ɡ u ɾ a ʁ					
1014	Portuguese	Indo-European	HOLD	agarrar	agarrar	a ɡ a ʁ a ʁ					
2735	Spanish	Indo-European	HOLD	tener	tener	t e n ɛ ɾ					
2736	Spanish	Indo-European	HOLD	apoyar	apoyar	a p o ʝ a ɾ					
4322	Yaqui	Uto-Aztecan	HOLD	jippue	jippue	j i p p u e					
4323	Yaqui	Uto-Aztecan	HOLD	machu’ute	machu’ute	m a tʃ u ʔ u t e					
5677	ZinacantanTzotzil	Mayan	HOLD	tom	tom	t o m					
7195	Qeqchi	Mayan	HOLD	q’unuk	q’unuk	q ʔ u n u kʰ					
9208	Otomi	Otomanguean	HOLD	hä (1)	hä	h ɐ					
9209	Otomi	Otomanguean	HOLD	mihi	mihi	m i h i					
10854	ImbaburaQuechua	Quechuan	HOLD	japina (1)	japina	x a p i n a					
12059	Wichi	Matacoan	HOLD	ichojlhi	ichojlhi	i tʃ o x lˠ i					
13333	Mapudungun	Araucanian	HOLD	nünien	nünien	n ɨ n i e n					
1161	Portuguese	Indo-European	HOLE	buraco	buraco	b u ɾ a k u					
2894	Spanish	Indo-European	HOLE	agujero	agujero	a ɣ u x ɛ ɾ o					
4442	Yaqui	Uto-Aztecan	HOLE	wojo’oria	wojo’oria	w o j o ʔ o r i a					
5789	ZinacantanTzotzil	Mayan	HOLE	ch’en	ch’en	tʃʼ e n					
5790	ZinacantanTzotzil	Mayan	HOLE	ch’ohbenal	ch’ohbenal	tʃʼ o h ɓ e n a l					
5791	ZinacantanTzotzil	Mayan	HOLE	vombenal	vombenal	v o m ɓ e n a l					
7376	Qeqchi	Mayan	HOLE	k'ob'b'il	k'ob'b'il	k ʔ o ɓ ɓ i l					
7377	Qeqchi	Mayan	HOLE	hopolal	hopolal	h o p o l a l					
7378	Qeqchi	Mayan	HOLE	jul	jul	x u l					
9399	Otomi	Otomanguean	HOLE	oki	oki	o k i					
9400	Otomi	Otomanguean	HOLE	ots'i	ots'i	o tsʼ i					
10959	ImbaburaQuechua	Quechuan	HOLE	utuju	utuju	u t u x u					
12176	Wichi	Matacoan	HOLE	lachuwej	lachuwej	l a tʃ u w e x					
13445	Mapudungun	Araucanian	HOLE	wechoz	wechoz	w e tʃ o z					
868	Portuguese	Indo-European	HOLLOW OUT	esburacar	esburacar	i ʒ b u ɾ a k a ʁ					
869	Portuguese	Indo-European	HOLLOW OUT	cavar	cavar	k a v a ʁ					
2577	Spanish	Indo-European	HOLLOW OUT	ahuecar	ahuecar	a w e k a ɾ					
4194	Yaqui	Uto-Aztecan	HOLLOW OUT	bwekaate	bwekaate	bʷ e k aː t e					
5577	ZinacantanTzotzil	Mayan	HOLLOW OUT	kujtzanan	kujtzanan	k u ħ tsʰ a n a n					
7030	Qeqchi	Mayan	HOLLOW OUT	job'enk	job'enk	x o ɓ e n kʰ					
8990	Otomi	Otomanguean	HOLLOW OUT	bo̲mí	bo̲mí	b ə m i					
8991	Otomi	Otomanguean	HOLLOW OUT	'bo̲nt'e	'bo̲nt'e	ˀb ə n t̪ʼ e					
8992	Otomi	Otomanguean	HOLLOW OUT	mo'mi	mo'mi	m o ˀm i					
10762	ImbaburaQuechua	Quechuan	HOLLOW OUT	utujuna	utujuna	u t u x u n a					
11955	Wichi	Matacoan	HOLLOW OUT	tishu	tishu	t i s h u					
13236	Mapudungun	Araucanian	HOLLOW OUT	wechozün	wechozün	w e tʃ o z ɨ n					
1665	Portuguese	Indo-European	HOLY	santo	santo	s ɐ̃ t u					
1666	Portuguese	Indo-European	HOLY	sagrado	sagrado	s a ɡ ɾ a d u					
3433	Spanish	Indo-European	HOLY	sagrado	sagrado	s a ɣ ɾ a ð o					
3434	Spanish	Indo-European	HOLY	santo	santo	s a n t o					
4871	Yaqui	Uto-Aztecan	HOLY	yo’oriwa	yo’oriwa	j o ʔ o r i w a					
6136	ZinacantanTzotzil	Mayan	HOLY	ch’ul ___________	ch’ul____________	tʃʼ u l					
6137	ZinacantanTzotzil	Mayan	HOLY	haral	haral	h a ɾ a l					
7904	Qeqchi	Mayan	HOLY	wankil	wankil	w a n k i l					
7905	Qeqchi	Mayan	HOLY	osob'tesinb'il	osob'tesinb'il	o s o ɓ t e s i n ɓ i l					
10140	Otomi	Otomanguean	HOLY	xi nsu	xi_nsu	x i + n s u					
10141	Otomi	Otomanguean	HOLY	xi njäpi	xi_njäpi	x i + n x ɐ p i					
11310	ImbaburaQuechua	Quechuan	HOLY	santu	santu	s a n d u	Spanish	santo			
12532	Wichi	Matacoan	HOLY	t’amajchet	t’amajchet	t ʔ a m a x tʃ e t					
590	Portuguese	Indo-European	HONEY	mel	mel	m ɛu					
2282	Spanish	Indo-European	HONEY	miel	miel	m j ɛ l					
3960	Yaqui	Uto-Aztecan	HONEY	mielim	mielim	m i e l i m	Spanish	miel			
3961	Yaqui	Uto-Aztecan	HONEY	kakam	kakam	k a k a m					
3962	Yaqui	Uto-Aztecan	HONEY	mumu ba’awam	mumu_ba’awam	m u m u + b a ʔ a w a m					
5383	ZinacantanTzotzil	Mayan	HONEY	7aha	7aha	ʔ a h a					
5384	ZinacantanTzotzil	Mayan	HONEY	7ahapom	7ahapom	ʔ a h a p o m					
6747	Qeqchi	Mayan	HONEY	xya'al kab'	xya'al_kab'	ʃ j a ʔ a l + k a ɓ					
8610	Otomi	Otomanguean	HONEY	t'afi	t'afi	t̪ʼ a f i					
10580	ImbaburaQuechua	Quechuan	HONEY	mishki (1)	mishki	m i ʃ k i					
11765	Wichi	Matacoan	HONEY	akoyek	akoyek	a k o j e k					
13043	Mapudungun	Araucanian	HONEY	müski	müski	m ɨ s k i	Quechua	mishki			
1150	Portuguese	Indo-European	HOOK	gancho	gancho	ɡ ɐ̃ ʃ u					
2883	Spanish	Indo-European	HOOK	gancho	gancho	g a n tʃ o					
4433	Yaqui	Uto-Aztecan	HOOK	kancho	kancho	k a n tʃ o	Spanish	gancho			
5782	ZinacantanTzotzil	Mayan	HOOK	hiplebal	hiplebal	h i p l e ɓ a l					
5783	ZinacantanTzotzil	Mayan	HOOK	hok’leb	hok’leb	h o kʼ l e b					
7365	Qeqchi	Mayan	HOOK	lokoch	lokoch	l o k o tʃ					
9385	Otomi	Otomanguean	HOOK	nthu̲t'i	nthu̲t'i	n θ u t̪ʼ i					
10951	ImbaburaQuechua	Quechuan	HOOK	charina (3)	charina	tʃ a ɾ i n a					
12169	Wichi	Matacoan	HOOK	tokek	tokek	t o k e k					
13437	Mapudungun	Araucanian	HOOK	chang	chang	tʃ a ŋ					
1387	Portuguese	Indo-European	HOPE	esperança	esperança	i ʃ p e ɾ ɐ̃ s ɐ					
3131	Spanish	Indo-European	HOPE	esperanza	esperanza	ɛ s p ɛ ɾ a n s a					
322	Portuguese	Indo-European	HORN (ANATOMY)	chifre	chifre	ʃ i f ɾ i					
323	Portuguese	Indo-European	HORN (ANATOMY)	corno	corno	k ɔ ʁ n u					
2019	Spanish	Indo-European	HORN (ANATOMY)	cuerno	cuerno	k w ɛ ɾ n o					
3734	Yaqui	Uto-Aztecan	HORN (ANATOMY)	aawam	aawam	aː w a m					
5151	ZinacantanTzotzil	Mayan	HORN (ANATOMY)	shulub	shulub	ʃ u l u b					
6466	Qeqchi	Mayan	HORN (ANATOMY)	xukub'	xukub'	ʃ u k u ɓ	Ch’olan	*xukub’			
8319	Otomi	Otomanguean	HORN (ANATOMY)	ndäni	ndäni	n d ɐ n i					
10391	ImbaburaQuechua	Quechuan	HORN (ANATOMY)	kachu	kachu	k a tʃ u					
11571	Wichi	Matacoan	HORN (ANATOMY)	toch’e	toch’e	t o tʃ ʔ e					
12842	Mapudungun	Araucanian	HORN (ANATOMY)	müta	müta	m ɨ t a					
219	Portuguese	Indo-European	HORSE	cavalo	cavalo	k a v a l u					
1911	Spanish	Indo-European	HORSE	caballo	caballo	k a β a ʝ o					
3644	Yaqui	Uto-Aztecan	HORSE	kaba’i	kaba’i	k a b a ʔ i	Spanish	caballo			
5054	ZinacantanTzotzil	Mayan	HORSE	ka7	ka7	k a ʔ	Spanish	caballo			
6354	Qeqchi	Mayan	HORSE	kawaay	kawaay	k a w aː j	Spanish	caballo			
8199	Otomi	Otomanguean	HORSE	fani	fani	f a n i					
