ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_ID
1414	Spanish	Indo-European	KISS	besar	besar	b e s a ɾ					
2940	Yaqui	Uto-Aztecan	KISS	liuta	liuta	l i u t a	0.0				
4254	ZinacantanTzotzil	Mayan	KISS	butz’	butz’	ɓ u tsʼ	0.0				
5924	Qeqchi	Mayan	KISS	tz'ub'uk	tz'ub'uk	tsʼ u ɓ u kʰ	0.0				
7977	Otomi	Otomanguean	KISS	tsu̲ts'i	tsu̲ts'i	ts u tsʼ i	0.0				
9421	ImbaburaQuechua	Quechuan	KISS	muchana	muchana	m u tʃ a n a	0.0				
10635	Wichi	Matacoan	KISS	hits’e lach’alu	hits’e_lach’alu	h i ts ʔ e + l a tʃ ʔ a l u	0.0				
10636	Wichi	Matacoan	KISS	hits’elhi elh	hits’elhi_elh	h i ts ʔ e lˠ i + e l̥	0.0				
11905	Mapudungun	Araucanian	KISS	truyun	truyun	ʈʂ u y u n	0.0				
11906	Mapudungun	Araucanian	KISS	muchan	muchan	m u tʃ a n	0.75	Quechua	muchay		
573	Spanish	Indo-European	KNEAD	amasar	amasar	a m a s a ɾ					
2253	Yaqui	Uto-Aztecan	KNEAD	kitta	kitta	k i t t a	0.0				
3673	ZinacantanTzotzil	Mayan	KNEAD	votz’	votz’	v o tsʼ	0.0				
5036	Qeqchi	Mayan	KNEAD	yoq'ok	yoq'ok	j o qʼ o kʰ	0.0				
6899	Otomi	Otomanguean	KNEAD	pant'i	pant'i	p a n t̪ʼ i	0.0				
8876	ImbaburaQuechua	Quechuan	KNEAD	masana	masana	m a s a n a	1.0	Spanish	amasar		
10061	Wichi	Matacoan	KNEAD	ilhethi	ilhethi	i lˠ e tʰ i	0.0				
11342	Mapudungun	Araucanian	KNEAD	sofalün	sofalün	s o f a l ɨ n	1.0	Spanish	sobar		
11343	Mapudungun	Araucanian	KNEAD	masan	masan	m a s a n	1.0	Spanish	amasar		
395	Spanish	Indo-European	KNEE	rodilla	rodilla	r o ð i ʝ a					
2105	Yaqui	Uto-Aztecan	KNEE	tonom	tonom	t o n o m	0.0				
3521	ZinacantanTzotzil	Mayan	KNEE	hol 7akan	hol_7akan	h o l + ʔ a k a n	0.0				
3522	ZinacantanTzotzil	Mayan	KNEE	holov 7akan	holov_7akan	h o l o v + ʔ a k a n	0.0				
3523	ZinacantanTzotzil	Mayan	KNEE	k’uhav	k’uhav	kʼ u h a v	0.0				
4841	Qeqchi	Mayan	KNEE	aq (1)	aq	a qʰ	0.0				
6696	Otomi	Otomanguean	KNEE	ñähmu	ñähmu	ɲ ɐ h m u	0.0				
8756	ImbaburaQuechua	Quechuan	KNEE	kunguri	kunguri	k u ŋ g u ɾ i	0.0				
9937	Wichi	Matacoan	KNEE	top’ulhak	top’ulhak	t o p ʔ u lˠ a k	0.0				
11209	Mapudungun	Araucanian	KNEE	luku	luku	l u k u	0.0				
971	Spanish	Indo-European	KNEEL	arrodillarse	arrodillarse	a r o ð i ʝ a ɾ s e					
2568	Yaqui	Uto-Aztecan	KNEEL	tonommea kikte	tonommea_kikte	t o n o m m e a + k i k t e	0.0				
2569	Yaqui	Uto-Aztecan	KNEEL	tonommea japte	tonommea_japte	t o n o m m e a + j a p t e	0.0				
3942	ZinacantanTzotzil	Mayan	KNEEL	kehi	kehi	k e h i	0.0				
5428	Qeqchi	Mayan	KNEEL	wiq'laak	wiq'laak	w i qʼ l aː kʰ	0.0				
7416	Otomi	Otomanguean	KNEEL	ndändu̲ñähmu	ndändu̲ñähmu	n d ɐ n d u ɲ ɐ h m u	0.0				
9123	ImbaburaQuechua	Quechuan	KNEEL	kungurina	kungurina	k u ŋ g u ɾ i n a	0.0				
10316	Wichi	Matacoan	KNEEL	itsinen lap’ulhkas	itsinen_lap’ulhkas	i ts i n e n + l a p ʔ u lˠ k a s	0.0				
11599	Mapudungun	Araucanian	KNEEL	lukutun	lukutun	l u k u t u n	0.0				
858	Spanish	Indo-European	KNIFE	cuchillo	cuchillo	k u tʃ i ʝ o					
2485	Yaqui	Uto-Aztecan	KNIFE	kuchi’im	kuchi’im	k u tʃ i ʔ i m	1.0	Spanish	cuchillo	Spanish	858
3866	ZinacantanTzotzil	Mayan	KNIFE	kuchilu	kuchilu	k u tʃʰ i l u	1.0	Spanish	cuchillo	Spanish	858
5307	Qeqchi	Mayan	KNIFE	ch'ina ch'iich'	ch'ina_ch'iich'	tʃʼ i n a + tʃʼ iː tʃʼ	0.0				
7253	Otomi	Otomanguean	KNIFE	jwai	jwai	xʷ a i	0.0				
9056	ImbaburaQuechua	Quechuan	KNIFE	kuchillu	kuchillu	k u tʃ i ʒ u	1.0	Spanish	cuchillo	Spanish	858
10248	Wichi	Matacoan	KNIFE	lachinaj	lachinaj	l a tʃ i n a x	0.0				
11525	Mapudungun	Araucanian	KNIFE	kuchillu	kuchillu	k u tʃ i ʎ u	1.0	Spanish	cuchillo	Spanish	858
555	Spanish	Indo-European	KNIFE (FOR EATING)	cuchillo	cuchillo	k u tʃ i ʝ o					
2238	Yaqui	Uto-Aztecan	KNIFE (FOR EATING)	kuchi’im	kuchi’im	k u tʃ i ʔ i m	1.0	Spanish	cuchillo	Spanish	555
3657	ZinacantanTzotzil	Mayan	KNIFE (FOR EATING)	kuchilu	kuchilu	k u tʃʰ i l u	1.0	Spanish	cuchillo	Spanish	555
5011	Qeqchi	Mayan	KNIFE (FOR EATING)	ch'ina ch'iich'	ch'ina_ch'iich'	tʃʼ i n a + tʃʼ iː tʃʼ	0.0				
6876	Otomi	Otomanguean	KNIFE (FOR EATING)	jwai	jwai	xʷ a i	0.0				
8863	ImbaburaQuechua	Quechuan	KNIFE (FOR EATING)	kuchillu	kuchillu	k u tʃ i ʒ u	1.0	Spanish	cuchillo	Spanish	555
10051	Wichi	Matacoan	KNIFE (FOR EATING)	lachinaj	lachinaj	l a tʃ i n a x	0.0				
11326	Mapudungun	Araucanian	KNIFE (FOR EATING)	kuchillu	kuchillu	k u tʃ i ʎ u	1.0	Spanish	cuchillo	Spanish	555
11327	Mapudungun	Araucanian	KNIFE (FOR EATING)	katrüwe	katrüwe	k a ʈʂ ɨ w e	0.0			Spanish	555
849	Spanish	Indo-European	KNOT	nudo	nudo	n u ð o					
2477	Yaqui	Uto-Aztecan	KNOT	tenko’i	tenko’i	t e n k o ʔ i	0.0				
3857	ZinacantanTzotzil	Mayan	KNOT	p’ok	p’ok	pʼ o k	0.75	Chontal	u p'ok		
5292	Qeqchi	Mayan	KNOT	t'ok’	t'ok’	tʼ o kʼ	0.0				
5293	Qeqchi	Mayan	KNOT	t'ok'	t'ok'	tʼ o kʼ	0.0				
7211	Otomi	Otomanguean	KNOT	‘ruts'i	‘ruts'i	ˀr u tsʼ i	0.0				
9049	ImbaburaQuechua	Quechuan	KNOT	muku	muku	m u k u	0.0				
10241	Wichi	Matacoan	KNOT	lakutsu	lakutsu	l a k u ts u	0.0				
11516	Mapudungun	Araucanian	KNOT	püro	püro	p ɨ ɻ o	0.0				
1482	Spanish	Indo-European	KNOW (SOMETHING)	saber	saber	s a β ɛ ɾ					
1483	Spanish	Indo-European	KNOW (SOMETHING)	conocer	conocer	k o n o s ɛ ɾ					
2986	Yaqui	Uto-Aztecan	KNOW (SOMETHING)	ju’unea	ju’unea	j u ʔ u n e a	0.0				
4296	ZinacantanTzotzil	Mayan	KNOW (SOMETHING)	na7	na7	n a ʔ	0.0				
4297	ZinacantanTzotzil	Mayan	KNOW (SOMETHING)	tz’ak	tz’ak	tsʼ a k	0.0				
4298	ZinacantanTzotzil	Mayan	KNOW (SOMETHING)	7ohtikin	7ohtikin	ʔ o h t i k i n	0.0				
5986	Qeqchi	Mayan	KNOW (SOMETHING)	nawink	nawink	n a w i n kʰ	0.0				
8060	Otomi	Otomanguean	KNOW (SOMETHING)	ät’i	ät’i	ɐ t̪ʼ i	0.0				
9462	ImbaburaQuechua	Quechuan	KNOW (SOMETHING)	yachana	yachana	j a tʃ a n a	0.0				
10679	Wichi	Matacoan	KNOW (SOMETHING)	yihanej	yihanej	y i h a n e x	0.0				
11946	Mapudungun	Araucanian	KNOW (SOMETHING)	kimün	kimün	k i m ɨ n	0.0				
717	Spanish	Indo-European	LADDER	escalera	escalera	ɛ s k a l ɛ ɾ a					
2319	Yaqui	Uto-Aztecan	LADDER	ejkalea	ejkalea	e j k a l e a	1.0	Spanish	escalera	Spanish	717
3733	ZinacantanTzotzil	Mayan	LADDER	moch te7	moch_te7	m o tʃʰ + t e ʔ	0.0				
3734	ZinacantanTzotzil	Mayan	LADDER	muyebal	muyebal	m u j e ɓ a l	0.0				
3735	ZinacantanTzotzil	Mayan	LADDER	tek’obal	tek’obal	t e kʼ o ɓ a l	0.0				
5098	Qeqchi	Mayan	LADDER	taqleb’aal	taqleb’aal	t a q l e ɓ aː l	0.0				
5099	Qeqchi	Mayan	LADDER	eeb’	eeb’	eː ɓ	0.75	Ch’olan	*e’ehb’		
5100	Qeqchi	Mayan	LADDER	eskaleer	eskaleer	e s k a l eː r	1.0	Spanish	escalera	Spanish	717
6975	Otomi	Otomanguean	LADDER	'rede	'rede	ˀr e d e	0.0				
8928	ImbaburaQuechua	Quechuan	LADDER	chakana	chakana	tʃ a k a n a	0.0				
10112	Wichi	Matacoan	LADDER	tosaites	tosaites	t o s a i t e s	0.0				
11388	Mapudungun	Araucanian	LADDER	pürapürawe	pürapürawe	p ɨ ɻ a p ɨ ɻ a w e	0.0				
11389	Mapudungun	Araucanian	LADDER	kalera	kalera	k a l e ɻ a	1.0	Spanish	escalera	Spanish	717
34	Spanish	Indo-European	LAGOON	laguna	laguna	l a ɣ u n a					
1792	Yaqui	Uto-Aztecan	LAGOON	bauba’a	bauba’a	b a u b a ʔ a	0.0				
4492	Qeqchi	Mayan	LAGOON	pumpuukil ha’	pumpuukil_ha’	p u m p uː k i l + h a ʔ	0.0				
8501	ImbaburaQuechua	Quechuan	LAGOON	kucha	kucha	k u tʃ a	0.0				
9661	Wichi	Matacoan	LAGOON	lawumek	lawumek	l a w u m e k	0.0				
10886	Mapudungun	Araucanian	LAGOON	pichi ḻafkeṉ	pichi_ḻafkeṉ	p i tʃ i + l̪ a f k e n̪	0.0				
10887	Mapudungun	Araucanian	LAGOON	lawna	lawna	l a w n a	1.0	Spanish	laguna	Spanish	34
31	Spanish	Indo-European	LAKE	lago	lago	l a ɣ o					
1790	Yaqui	Uto-Aztecan	LAKE	bauba’a	bauba’a	b a u b a ʔ a	0.0				
3229	ZinacantanTzotzil	Mayan	LAKE	nab	nab	n a b	0.0				
4490	Qeqchi	Mayan	LAKE	palaw	palaw	p a l a w	0.5				
4491	Qeqchi	Mayan	LAKE	pumpuukil ha’	pumpuukil_ha’	p u m p uː k i l + h a ʔ	0.0				
6270	Otomi	Otomanguean	LAKE	zabi	zabi	z a b i	0.0				
8500	ImbaburaQuechua	Quechuan	LAKE	kucha	kucha	k u tʃ a	0.0				
9659	Wichi	Matacoan	LAKE	lawumek	lawumek	l a w u m e k	0.0				
9660	Wichi	Matacoan	LAKE	lhemchitaj	lhemchitaj	lˠ e m tʃ i t a x	0.0				
10885	Mapudungun	Araucanian	LAKE	ḻafkeṉ	ḻafkeṉ	l̪ a f k e n̪	0.0				
215	Spanish	Indo-European	LAMB	borrego	borrego	b o r e ɣ o					
216	Spanish	Indo-European	LAMB	cordero	cordero	k o ɾ ð ɛ ɾ o					
1953	Yaqui	Uto-Aztecan	LAMB	bwara	bwara	bʷ a r a	0.0			Spanish	215
3368	ZinacantanTzotzil	Mayan	LAMB	mimi7	mimi7	m i m i ʔ	0.0				
4661	Qeqchi	Mayan	LAMB	ob’eja	ob’eja	o ɓ e x a	1.0	Spanish	oveja		
4662	Qeqchi	Mayan	LAMB	b’orego	b’orego	ɓ o ɾ e g o	1.0	Spanish	borrego	Spanish	215
4663	Qeqchi	Mayan	LAMB	kordero	kordero	k o ɾ d e ɾ o	1.0	Spanish	cordero	Spanish	216
6498	Otomi	Otomanguean	LAMB	t'udeti	t'udeti	t̪ʼ u d e t̪ i	0.0				
6499	Otomi	Otomanguean	LAMB	t'u tudi	t'u_tudi	t̪ʼ u + t̪ u d i	0.0				
6500	Otomi	Otomanguean	LAMB	wa'xo	wa'xo	w a ˀx o	0.0				
8630	ImbaburaQuechua	Quechuan	LAMB	llama	llama	ʒ a m a	0.0				
9781	Wichi	Matacoan	LAMB	tsun’ataj lhos	tsun’ataj_lhos	ts u n ʔ a t a x + lˠ o s	0.0				
11072	Mapudungun	Araucanian	LAMB	pichi ofisha	pichi_ofisha	p i tʃ i + o f i ʃ a	1.0	Spanish	oveja		
11073	Mapudungun	Araucanian	LAMB	korderu	korderu	k o ɻ θ e ɻ u	1.0	Spanish	cordero	Spanish	216
508	Spanish	Indo-European	LAME	lisiado	lisiado	l i s j a ð o					
2196	Yaqui	Uto-Aztecan	LAME	ko’okoe	ko’okoe	k o ʔ o k o e	0.0				
3617	ZinacantanTzotzil	Mayan	LAME	kosho	kosho	k o ʃ o	1.0	Spanish	cojo		
4958	Qeqchi	Mayan	LAME	sik	sik	s i kʰ	0.0				
6811	Otomi	Otomanguean	LAME	nwent’i	nwent’i	nʷ e n t̪ʼ i	0.0				
8830	ImbaburaQuechua	Quechuan	LAME	kibishka	kibishka	k i b i ʃ k a	0.0				
10016	Wichi	Matacoan	LAME	tak’efwiche	tak’efwiche	t a k ʔ e fʷ i tʃ e	0.0				
11291	Mapudungun	Araucanian	LAME	engkañngen	engkañngen	e ŋ k a ɲ ŋ e n	0.0				
2	Spanish	Indo-European	LAND	tierra	tierra	t j ɛ r a					
1772	Yaqui	Uto-Aztecan	LAND	bwia	bwia	bʷ i a	0.0				
3205	ZinacantanTzotzil	Mayan	LAND	balamil	balamil	ɓ a l a m i l	0.0				
3206	ZinacantanTzotzil	Mayan	LAND	7osil	7osil	ʔ o s i l	0.0				
4471	Qeqchi	Mayan	LAND	ch’och’	ch’och’	tʃʼ o tʃʼ	0.25				
6244	Otomi	Otomanguean	LAND	hai	hai	h a i	0.0				
8485	ImbaburaQuechua	Quechuan	LAND	allpa	allpa	a ʒ p a	0.0				
9641	Wichi	Matacoan	LAND	hunhat	hunhat	h u n̥ a t	0.0				
10860	Mapudungun	Araucanian	LAND	mapu	mapu	m a p u	0.0				
1042	Spanish	Indo-European	LAND (DESCEND)	desembarcar	desembarcar	d e s e m b a ɾ k a ɾ					
2634	Yaqui	Uto-Aztecan	LAND (DESCEND)	resembarkaroa	resembarkaroa	r e s e m b a r k a r o a	1.0	Spanish	desembarcar	Spanish	1042
7515	Otomi	Otomanguean	LAND (DESCEND)	tsoho jar hai	tsoho_jar_hai	ts o h o + x a r + h a i	0.0				
1562	Spanish	Indo-European	LANGUAGE	lengua	lengua	l e n g w a					
1563	Spanish	Indo-European	LANGUAGE	idioma	idioma	i ð j o m a					
3051	Yaqui	Uto-Aztecan	LANGUAGE	nooki	nooki	n oː k i	0.0				
4356	ZinacantanTzotzil	Mayan	LANGUAGE	k’op	k’op	kʼ o p	0.0				
6060	Qeqchi	Mayan	LANGUAGE	aatinob'aal	aatinob'aal	aː t i n o ɓ aː l	0.0				
8196	Otomi	Otomanguean	LANGUAGE	hñä	hñä	h ɲ ɐ	0.0				
9521	ImbaburaQuechua	Quechuan	LANGUAGE	shimi	shimi	ʃ i m i	0.0				
10739	Wichi	Matacoan	LANGUAGE	lhomtes	lhomtes	lˠ o m t e s	0.0				
12010	Mapudungun	Araucanian	LANGUAGE	zugun	zugun	z u ɰ u n	0.0				
12011	Mapudungun	Araucanian	LANGUAGE	kewüṉ	kewüṉ	k e w ɨ n̪	0.0				
1283	Spanish	Indo-European	LAST (ENDURE)	durar	durar	d u ɾ a ɾ					
2829	Yaqui	Uto-Aztecan	LAST (ENDURE)	wasuktek	wasuktek	w a s u k t e k	0.0				
2830	Yaqui	Uto-Aztecan	LAST (ENDURE)	meechak	meechak	m eː tʃ a k	0.0				
2831	Yaqui	Uto-Aztecan	LAST (ENDURE)	taewaek	taewaek	t a e w a e k	0.0				
4159	ZinacantanTzotzil	Mayan	LAST (ENDURE)	bat	bat	ɓ a tʰ	0.0				
5784	Qeqchi	Mayan	LAST (ENDURE)	b’ayk	b’ayk	ɓ a j kʰ	0.0				
7812	Otomi	Otomanguean	LAST (ENDURE)	tse̲ti	tse̲ti	ts æ t̪ i	0.0				
7813	Otomi	Otomanguean	LAST (ENDURE)	dura	dura	d u r a	1.0	Spanish	durar	Spanish	1283
11816	Mapudungun	Araucanian	LAST (ENDURE)	alüñman	alüñman	a l ɨ ɲ m a n	0.0				
1255	Spanish	Indo-European	LAST (FINAL)	último	último	u l t i m o					
2808	Yaqui	Uto-Aztecan	LAST (FINAL)	amau weyeme	amau_weyeme	a m a u + w e j e m e	0.0				
5748	Qeqchi	Mayan	LAST (FINAL)	ch’otonel	ch’otonel	tʃʼ o t o n e l	0.0				
5749	Qeqchi	Mayan	LAST (FINAL)	roso’jik	roso’jik	r o s o ʔ x i kʰ	0.0				
7776	Otomi	Otomanguean	LAST (FINAL)	ngäts'i	ngäts'i	n g ɐ tsʼ i	0.0				
9309	ImbaburaQuechua	Quechuan	LAST (FINAL)	puchukay	puchukay	p u tʃ u k a j	0.0				
10527	Wichi	Matacoan	LAST (FINAL)	imolhhen	imolhhen	i m o l̥ h e n	0.0				
11797	Mapudungun	Araucanian	LAST (FINAL)	inalelu	inalelu	i n a l e l u	0.0				
708	Spanish	Indo-European	LATCH	cerrojo	cerrojo	s ɛ r o x o					
3767	ZinacantanTzotzil	Mayan	LATCH	7altavo	7altavo	ʔ a l t a v o	1.0	Spanish	aldaba		
5158	Qeqchi	Mayan	LATCH	k’aan	k’aan	kʼ aː n	0.0				
5159	Qeqchi	Mayan	LATCH	nat'leb'	nat'leb'	n a tʼ l e ɓ	0.0				
10159	Wichi	Matacoan	LATCH	lape lhele	lape_lhele	l a p e + lˠ e l e	0.0				
1268	Spanish	Indo-European	LATE	tarde	tarde	t a ɾ ð e					
2820	Yaqui	Uto-Aztecan	LATE	kupteo	kupteo	k u p t e o	0.0				
5769	Qeqchi	Mayan	LATE	najt kutan	najt_kutan	n a x t + k u t a n	0.0				
5770	Qeqchi	Mayan	LATE	ewu	ewu	e w u	0.0				
7796	Otomi	Otomanguean	LATE	ya bi hñuxadi	ya_bi_hñuxadi	j a + b i + h ɲ u x a d i	0.0				
7797	Otomi	Otomanguean	LATE	ya bi nde	ya_bi_nde	j a + b i + n d e	0.0				
7798	Otomi	Otomanguean	LATE	ya bi nxui	ya_bi_nxui	j a + b i + n x u i	0.0				
9320	ImbaburaQuechua	Quechuan	LATE	jipayashka	jipayashka	x i p a j a ʃ k a	0.0				
10538	Wichi	Matacoan	LATE	hunaj	hunaj	h u n a x	0.0				
11809	Mapudungun	Araucanian	LATE	alü antü	alü_antü	a l ɨ + a n t ɨ	0.0				
1409	Spanish	Indo-European	LAUGH	reír	reír	r e i ɾ					
2936	Yaqui	Uto-Aztecan	LAUGH	aache	aache	aː tʃ e	0.0				
4251	ZinacantanTzotzil	Mayan	LAUGH	tze7in	tze7in	tsʰ e ʔ i n	0.0				
5919	Qeqchi	Mayan	LAUGH	se'ek	se'ek	s e ʔ e kʰ	0.0				
7970	Otomi	Otomanguean	LAUGH	thede	thede	θ e d e	0.0				
7971	Otomi	Otomanguean	LAUGH	theni (2)	theni	θ e n i	0.0				
9417	ImbaburaQuechua	Quechuan	LAUGH	asina	asina	a s i n a	0.0				
10631	Wichi	Matacoan	LAUGH	t’ischey	t’ischey	t ʔ i s tʃ e j	0.0				
11900	Mapudungun	Araucanian	LAUGH	ayen	ayen	a y e n	0.0				
1706	Spanish	Indo-European	LAW	ley	ley	l e i					
3150	Yaqui	Uto-Aztecan	LAW	lei	lei	l e i	1.0	Spanish	ley	Spanish	1706
6180	Qeqchi	Mayan	LAW	ley	ley	l e j	1.0	Spanish	ley	Spanish	1706
8399	Otomi	Otomanguean	LAW	ley	ley	l e j	1.0	Spanish	ley	Spanish	1706
9597	ImbaburaQuechua	Quechuan	LAW	ley	ley	l e j	1.0	Spanish	ley	Spanish	1706
10829	Wichi	Matacoan	LAW	ley	ley	l e j	1.0	Spanish	ley	Spanish	1706
12080	Mapudungun	Araucanian	LAW	ley	ley	l e y	1.0	Spanish	ley	Spanish	1706
504	Spanish	Indo-European	LAZY	perezoso	perezoso	p ɛ ɾ e s o s o					
505	Spanish	Indo-European	LAZY	flojo	flojo	f l o x o					
2194	Yaqui	Uto-Aztecan	LAZY	obe’a	obe’a	o b e ʔ a	0.0				
3613	ZinacantanTzotzil	Mayan	LAZY	ch’ah	ch’ah	tʃʼ a h	0.0				
3614	ZinacantanTzotzil	Mayan	LAZY	plo*ho	plo*ho	pʰ l o o h o	1.0	Spanish	flojo	Spanish	505
4952	Qeqchi	Mayan	LAZY	q'emkun	q'emkun	qʼ e m k u n	0.0				
4953	Qeqchi	Mayan	LAZY	jip	jip	x i pʰ	0.0				
4954	Qeqchi	Mayan	LAZY	jok	jok	x o kʰ	0.0				
6805	Otomi	Otomanguean	LAZY	dähñi	dähñi	d ɐ h ɲ i	0.0				
6806	Otomi	Otomanguean	LAZY	hu̲xji	hu̲xji	h u x x i	0.0				
8828	ImbaburaQuechua	Quechuan	LAZY	killa (2)	killa	k i ʒ a	0.0				
10013	Wichi	Matacoan	LAZY	lufwu	lufwu	l u fʷ u	0.0				
10014	Wichi	Matacoan	LAZY	n’etojlhi	n’etojlhi	n ʔ e t o x lˠ i	0.0				
11289	Mapudungun	Araucanian	LAZY	chofü	chofü	tʃ o f ɨ	0.0				
910	Spanish	Indo-European	LEAD (CHEMICAL ELEMENT)	plomo	plomo	p l o m o					
2522	Yaqui	Uto-Aztecan	LEAD (CHEMICAL ELEMENT)	ploomo	ploomo	p l oː m o	1.0	Spanish	ploomo	Spanish	910
5360	Qeqchi	Mayan	LEAD (CHEMICAL ELEMENT)	rax ch'iich'	rax_ch'iich'	r a ʃ + tʃʼ iː tʃʼ	0.0				
7333	Otomi	Otomanguean	LEAD (CHEMICAL ELEMENT)	plomu	plomu	p l o m u	1.0	Spanish	plomo	Spanish	910
10280	Wichi	Matacoan	LEAD (CHEMICAL ELEMENT)	lachinaj mukw	lachinaj_mukw	l a tʃ i n a x + m u kʷ	0.0				
11561	Mapudungun	Araucanian	LEAD (CHEMICAL ELEMENT)	titi	titi	t i t i	1.0	Quechua	titi		
1014	Spanish	Indo-European	LEAD (GUIDE)	guiar	guiar	g j a ɾ					
1015	Spanish	Indo-European	LEAD (GUIDE)	conducir	conducir	k o n d u s i ɾ					
2606	Yaqui	Uto-Aztecan	LEAD (GUIDE)	bo’otoja	bo’otoja	b o ʔ o t o j a	0.0				
3975	ZinacantanTzotzil	Mayan	LEAD (GUIDE)	7ak’ punto	7ak’_punto	ʔ a kʼ + p u n t o	0.0				
5479	Qeqchi	Mayan	LEAD (GUIDE)	k’amok b’e	k’amok_b’e	kʼ a m o k + ɓ e	0.0				
5480	Qeqchi	Mayan	LEAD (GUIDE)	k’utuk b’e	k’utuk_b’e	kʼ u t u k + ɓ e	0.0				
7479	Otomi	Otomanguean	LEAD (GUIDE)	uti	uti	u t̪ i	0.0				
7480	Otomi	Otomanguean	LEAD (GUIDE)	xokwi yá da̲	xokwi_yá_da̲	x o kʷ i + j a + d ɔ	0.0				
9154	ImbaburaQuechua	Quechuan	LEAD (GUIDE)	ñaupashpa apana	ñaupashpa_apana	ɲ a u p a ʃ p a + a p a n a	0.0				
10351	Wichi	Matacoan	LEAD (GUIDE)	ipoyenche	ipoyenche	i p o j e n tʃ e	0.0				
796	Spanish	Indo-European	LEAF	hoja	hoja	o x a					
2439	Yaqui	Uto-Aztecan	LEAF	saawa	saawa	s aː w a	0.0				
3822	ZinacantanTzotzil	Mayan	LEAF	7anal	7anal	ʔ a n a l	0.0				
5239	Qeqchi	Mayan	LEAF	xaq	xaq	ʃ a qʰ	0.0				
5240	Qeqchi	Mayan	LEAF	q’een	q’een	q ʔ eː n	0.0				
7154	Otomi	Otomanguean	LEAF	xi (1)	xi	x i	0.0				
7155	Otomi	Otomanguean	LEAF	thot'i (1)	thot'i	θ o t̪ʼ i	0.0				
9021	ImbaburaQuechua	Quechuan	LEAF	fanga	fanga	ɸ a ŋ g a	0.0				
10209	Wichi	Matacoan	LEAF	lawule	lawule	l a w u l e	0.0				
11493	Mapudungun	Araucanian	LEAF	tapül	tapül	t a p ɨ l	0.0				
1496	Spanish	Indo-European	LEARN	aprender	aprender	a p ɾ e n d ɛ ɾ					
2994	Yaqui	Uto-Aztecan	LEARN	a’awe	a’awe	a ʔ a w e	0.0				
4306	ZinacantanTzotzil	Mayan	LEARN	chan (3)	chan	tʃʰ a n	0.0				
4307	ZinacantanTzotzil	Mayan	LEARN	p’ihub	p’ihub	pʼ i h u b	0.0				
5998	Qeqchi	Mayan	LEARN	tzolok	tzolok	t z o l o kʰ	0.0				
8078	Otomi	Otomanguean	LEARN	meya	meya	m e j a	0.0				
9470	ImbaburaQuechua	Quechuan	LEARN	yachajuna	yachajuna	j a tʃ a x u n a	0.0				
10687	Wichi	Matacoan	LEARN	yihanej	yihanej	y i h a n e x	0.0				
11956	Mapudungun	Araucanian	LEARN	azümün	azümün	a z ɨ m ɨ n	0.0				
11957	Mapudungun	Araucanian	LEARN	kimün	kimün	k i m ɨ n	0.0				
623	Spanish	Indo-European	LEATHER	cuero	cuero	k w ɛ ɾ o					
624	Spanish	Indo-European	LEATHER	piel	piel	p j ɛ l					
2305	Yaqui	Uto-Aztecan	LEATHER	beea	beea	b eː a	0.0				
3720	ZinacantanTzotzil	Mayan	LEATHER	nukulal ___	nukulal____	n u k u l a l	0.0				
5086	Qeqchi	Mayan	LEATHER	tz’uumal	tz’uumal	tsʼ uː m a l	0.0				
6956	Otomi	Otomanguean	LEATHER	xifni	xifni	x i f n i	0.0				
8917	ImbaburaQuechua	Quechuan	LEATHER	kara	kara	k a ɾ a	0.0			Spanish	623
10102	Wichi	Matacoan	LEATHER	t’oj	t’oj	t ʔ o x	0.0				
11376	Mapudungun	Araucanian	LEATHER	trülke	trülke	ʈʂ ɨ l k e	0.0				
992	Spanish	Indo-European	LEAVE	irse	irse	i ɾ s e					
993	Spanish	Indo-European	LEAVE	marcharse	marcharse	m a ɾ tʃ a ɾ s e					
994	Spanish	Indo-European	LEAVE	partir	partir	p a ɾ t i ɾ					
2590	Yaqui	Uto-Aztecan	LEAVE	si’ime (1)	si’ime	s i ʔ i m e	0.0				
3962	ZinacantanTzotzil	Mayan	LEAVE	totz ech’el	totz_ech’el	t o tsʰ + e tʃʼ e l	0.0				
5452	Qeqchi	Mayan	LEAVE	chapok b'e	chapok_b'e	tʃ a p o k + ɓ e	0.0				
7443	Otomi	Otomanguean	LEAVE	ma	ma	m a	0.0				
7444	Otomi	Otomanguean	LEAVE	pa	pa	p a	0.0				
7445	Otomi	Otomanguean	LEAVE	poni (1)	poni	p o n i	0.0				
9139	ImbaburaQuechua	Quechuan	LEAVE	rina (2)	rina	ʐ i n a	0.0				
10336	Wichi	Matacoan	LEAVE	yik (2)	yik	y i k	0.0				
11616	Mapudungun	Araucanian	LEAVE	tripan	tripan	ʈʂ i p a n	0.0				
1167	Spanish	Indo-European	LEFT	izquierda	izquierda	i s k j ɛ ɾ ð a					
2721	Yaqui	Uto-Aztecan	LEFT	mikko’im	mikko’im	m i k k o ʔ i m	0.0				
4067	ZinacantanTzotzil	Mayan	LEFT	tz’et	tz’et	tsʼ e tʰ	0.5				
4068	ZinacantanTzotzil	Mayan	LEFT	surto	surto	s u ɾ t o	1.0	Spanish	zurdo		
