ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
13523	Mapudungun	HOUR	ora	ora	o ɻ a	Spanish			
677	Portuguese	HOUSE	casa	casa	k a z ɐ				
2373	Spanish	HOUSE	casa	casa	k a s a				
4048	Yaqui	HOUSE	kari	kari	k a r i				
5441	ZinacantanTzotzil	HOUSE	na	na	n a				
6824	Qeqchi	HOUSE	ochoch	ochoch	o tʃ o tʃ				
6825	Qeqchi	HOUSE	kab', kab’l	kab'	k a ɓ				
8722	Otomi	HOUSE	nguu	nguu	n g uː				
10639	ImbaburaQuechua	HOUSE	wasi	wasi	w a s i				
11832	Wichi	HOUSE	tow’et	tow’et	t o w ʔ e t				
13107	Mapudungun	HOUSE	ruka	ruka	ɻ u k a				
1460	Portuguese	HOW	como	como	k ɔ m u				
3218	Spanish	HOW	cómo	cómo	k o m o				
4711	Yaqui	HOW	jachinia	jachinia	j a tʃ i n i a				
6016	ZinacantanTzotzil	HOW	k’u cha7al	k’u_cha7al	kʼ u + tʃʰ a ʔ a l				
7714	Qeqchi	HOW	chan ru	chan_ru	tʃ a n + ɾ u				
9825	Otomi	HOW	temu?	temu?	t̪ e m u				
9826	Otomi	HOW	hanja('ä)?	hanja('ä)?	h a n x a ʔ ɐ				
9827	Otomi	HOW	honja('ä)?	honja('ä)?	h o n x a ʔ ɐ				
9828	Otomi	HOW	yogo('ä)?	yogo('ä)?	j o g o ʔ ɐ				
11181	ImbaburaQuechua	HOW	imashina	imashina	i m a ʃ i n a				
12399	Wichi	HOW	e’wuye	e’wuye	e ˀw u j e				
13667	Mapudungun	HOW	¿chumngechi?	¿chumngechi?	tʃ u m ŋ e tʃ i				
1461	Portuguese	HOW MANY PIECES	quantos	quantos	k w ɐ̃ t u ʃ				
3219	Spanish	HOW MANY PIECES	cuántos	cuántos	k w a n t o s				
4712	Yaqui	HOW MANY PIECES	jaikim	jaikim	j a i k i m				
6017	ZinacantanTzotzil	HOW MANY PIECES	hay ______________	hay_______________	h a j				
6018	ZinacantanTzotzil	HOW MANY PIECES	k’u 7epal	k’u_7epal	kʼ u + ʔ e p a l				
7715	Qeqchi	HOW MANY PIECES	jarub'	jarub'	x a ɾ u ɓ				
9829	Otomi	HOW MANY PIECES	tengu?	tengu?	t̪ e n g u				
9830	Otomi	HOW MANY PIECES	hangu?	hangu?	h a n g u				
11182	ImbaburaQuechua	HOW MANY PIECES	mashna (1)	mashna	m a ʃ n a				
12400	Wichi	HOW MANY PIECES	ehote	ehote	e h o t e				
13668	Mapudungun	HOW MANY PIECES	¿tunten?	¿tunten?	t u n t e n				
13669	Mapudungun	HOW MANY PIECES	¿mufü?	¿mufü?	m u f ɨ				
1462	Portuguese	HOW MUCH	quanto	quanto	k w ɐ̃ t u				
3220	Spanish	HOW MUCH	cuánto	cuánto	k w a n t o				
4713	Yaqui	HOW MUCH	jaiki	jaiki	j a i k i				
6019	ZinacantanTzotzil	HOW MUCH	k’u 7epal	k’u_7epal	kʼ u + ʔ e p a l				
7716	Qeqchi	HOW MUCH	jo' k'ihal	jo'_k'ihal	x o ʔ + kʼ i h a l				
7717	Qeqchi	HOW MUCH	jo' nimal	jo'_nimal	x o ʔ + n i m a l				
9831	Otomi	HOW MUCH	tengu?	tengu?	t̪ e n g u				
9832	Otomi	HOW MUCH	hangu?	hangu?	h a n g u				
11183	ImbaburaQuechua	HOW MUCH	mashna (2)	mashna	m a ʃ n a				
12401	Wichi	HOW MUCH	ehote	ehote	e h o t e				
13670	Mapudungun	HOW MUCH	¿tunten?	¿tunten?	t u n t e n				
13671	Mapudungun	HOW MUCH	¿mufü?	¿mufü?	m u f ɨ				
1476	Portuguese	HOWL	uivar	uivar	ui v a ʁ				
3236	Spanish	HOWL	aullar	aullar	a u ʝ a ɾ				
4727	Yaqui	HOWL	bwaana	bwaana	bʷ aː n a				
6034	ZinacantanTzotzil	HOWL	7avan	7avan	ʔ a v a n				
7734	Qeqchi	HOWL	oq'lok	oq'lok	o qʼ l o kʰ				
9859	Otomi	HOWL	mafi	mafi	m a f i				
11197	ImbaburaQuechua	HOWL	awllana	awllana	a w ʒ a n a	Spanish			
12415	Wichi	HOWL	t’onlhi	t’onlhi	t ʔ o n lˠ i				
13685	Mapudungun	HOWL	wawlun	wawlun	w a w l u n				
1182	Portuguese	HUNDRED	cento	cento	s ẽ t u				
1183	Portuguese	HUNDRED	cem	cem	s ẽĩ				
2915	Spanish	HUNDRED	ciento	ciento	s j e n t o				
2916	Spanish	HUNDRED	cien	cien	s j e n				
4473	Yaqui	HUNDRED	mamni takaa	mamni_takaa	m a m n i + t a k aː				
4474	Yaqui	HUNDRED	sien	sien	s i e n	Spanish			
5809	ZinacantanTzotzil	HUNDRED	syen	syen	s j e n	Spanish	Spanish	s j e n	2916
5810	ZinacantanTzotzil	HUNDRED	vo7vinik	vo7vinik	v o ʔ v i n i k				
7397	Qeqchi	HUNDRED	o'k'aal	o'k'aal	o ʔ kʼ aː l				
9422	Otomi	HUNDRED	nthebe	nthebe	n θ e b e				
10976	ImbaburaQuechua	HUNDRED	patsaj	patsaj	p a ts a x				
12193	Wichi	HUNDRED	sien	sien	s i e n	Spanish			
13461	Mapudungun	HUNDRED	pataka	pataka	p a t a k a	Aymara			
511	Portuguese	HUNGER	estar com fome	estar_com_fome	i ʃ t a ʁ + k õ + f ɔ m i				
2210	Spanish	HUNGER	hambre	hambre	a m b ɾ e				
1614	Portuguese	HUNT	caçar	caçar	k a s a ʁ				
3382	Spanish	HUNT	cazar	cazar	k a s a ɾ				
4827	Yaqui	HUNT	aamu	aamu	aː m u				
7856	Qeqchi	HUNT	yohob'k	yohob'k	j o h o ɓ kʰ				
10069	Otomi	HUNT	pe̲	pe̲	p æ				
10070	Otomi	HUNT	k'ahni	k'ahni	k ʔ a h n i				
10071	Otomi	HUNT	ät’i	ät’i	ɐ t̪ʼ i				
10072	Otomi	HUNT	ju	ju	x u				
11275	ImbaburaQuechua	HUNT	japina (1)	japina	x a p i n a				
12507	Wichi	HUNT	chel	chel	tʃ e l				
13757	Mapudungun	HUNT	nün	nün	n ɨ n				
13758	Mapudungun	HUNT	tun	tun	t u n				
1226	Portuguese	HURRY	apressar	apressar	a p ɾ e s a ʁ				
2958	Spanish	HURRY	apurarse	apurarse	a p u ɾ a ɾ s e				
2959	Spanish	HURRY	darse prisa	darse_prisa	d a ɾ s e + p ɾ i s a				
4510	Yaqui	HURRY	bamse	bamse	b a m s e				
5839	ZinacantanTzotzil	HURRY	nikah	nikah	n i k a h				
5840	ZinacantanTzotzil	HURRY	suh	suh	s u h				
5841	ZinacantanTzotzil	HURRY	sobah	sobah	s o ɓ a h				
7464	Qeqchi	HURRY	seeb’ank	seeb’ank	s eː ɓ a n kʰ				
9489	Otomi	HURRY	xo̲ni (2)	xo̲ni	x ə n i				
9490	Otomi	HURRY	nixtri	nixtri	n i x t̪ r i				
9491	Otomi	HURRY	tihi	tihi	t̪ i h i				
11008	ImbaburaQuechua	HURRY	utkana	utkana	u t k a n a				
13497	Mapudungun	HURRY	matukelün	matukelün	m a t u k e l ɨ n				
118	Portuguese	HUSBAND	marido	marido	m a ɾ i d u				
1795	Spanish	HUSBAND	marido	marido	m a ɾ i ð o				
1796	Spanish	HUSBAND	esposo	esposo	ɛ s p o s o				
3539	Yaqui	HUSBAND	kuuna	kuuna	k uː n a				
4973	ZinacantanTzotzil	HUSBAND	malalil	malalil	m a l a l i l				
4974	ZinacantanTzotzil	HUSBAND	mol	mol	m o l				
6251	Qeqchi	HUSBAND	b’eelom	b’eelom	ɓ eː l o m				
8034	Otomi	HUSBAND	ndo̲	ndo̲	n d ə				
10239	ImbaburaQuechua	HUSBAND	kusa	kusa	k u s a				
11396	Wichi	HUSBAND	toch’efwa hin’u	toch’efwa_hin’u	t o tʃ ʔ e fʷ a + h i n ʔ u				
12645	Mapudungun	HUSBAND	füta	füta	f ɨ t a				
678	Portuguese	HUT	cabana	cabana	k a b ɐ n ɐ				
2374	Spanish	HUT	cabaɲa	cabaɲa	k a β a ɲ a				
2375	Spanish	HUT	choza	choza	tʃ o s a				
4049	Yaqui	HUT	ramaa	ramaa	r a m aː	Spanish			
5442	ZinacantanTzotzil	HUT	lechepat	lechepat	l e tʃʰ e p a tʰ				
6826	Qeqchi	HUT	po’lem	po’lem	p o ʔ l e m	Ch’olti’			
6827	Qeqchi	HUT	paapa'x	paapa'x	p aː p a ʔ ʃ				
8723	Otomi	HUT	nguu	nguu	n g uː				
10640	ImbaburaQuechua	HUT	ujsha wasi	ujsha_wasi	u x ʃ a + w a s i				
11833	Wichi	HUT	hep	hep	h e p				
11834	Wichi	HUT	chechelhep	chechelhep	tʃ e tʃ e lˠ e p				
13108	Mapudungun	HUT	ruka	ruka	ɻ u k a				
180	Portuguese	I	eu	eu	eu				
1862	Spanish	I	yo	yo	ɟ ʝ o				
3613	Yaqui	I	inepo	inepo	i n e p o				
6318	Qeqchi	I	laa’in	laa’in	l aː ʔ i n				
8111	Otomi	I	nuga̲	nuga̲	n u g ɔ				
8112	Otomi	I	nugu̲gi	nugu̲gi	n u g u g i				
8113	Otomi	I	nugu̲ga̲	nugu̲ga̲	n u g u g ɔ				
8114	Otomi	I	geka̲	geka̲	g e k ɔ				
8115	Otomi	I	geku̲ga̲	geku̲ga̲	g e k u g ɔ				
8116	Otomi	I	geki	geki	g e k i				
10292	ImbaburaQuechua	I	ñuka	ñuka	ɲ u k a				
11442	Wichi	I	n’lham	n’lham	n ʔ lˠ a m				
12731	Mapudungun	I	iñche	iñche	i ɲ tʃ e				
83	Portuguese	ICE	gelo	gelo	ʒ ɛ l u				
1764	Spanish	ICE	hielo	hielo	ɟ ʝ e l o				
3513	Yaqui	ICE	sapam	sapam	s a p a m				
4949	ZinacantanTzotzil	ICE	bot	bot	ɓ o tʰ				
4950	ZinacantanTzotzil	ICE	taiv	taiv	t a i v				
6217	Qeqchi	ICE	ke	ke	k e				
8000	Otomi	ICE	tse̲	tse̲	ts æ				
10215	ImbaburaQuechua	ICE	rasu	rasu	ʐ a s u				
11372	Wichi	ICE	fwiy’et	fwiy’et	fʷ i j ʔ e t				
12612	Mapudungun	ICE	trangliñ	trangliñ	ʈʂ a ŋ l i ɲ				
1420	Portuguese	IDEA	idéia	idéia	i d ɛi ɐ				
3171	Spanish	IDEA	idea	idea	i ð e a				
3172	Spanish	IDEA	concepto	concepto	k o n s e p t o				
4673	Yaqui	IDEA	jitasa teuwa	jitasa_teuwa	j i t a s a + t e u w a				
7674	Qeqchi	IDEA	na'leb'	na'leb'	n a ʔ l e ɓ				
9751	Otomi	IDEA	mfeni	mfeni	m f e n i				
9752	Otomi	IDEA	mpomuhñä	mpomuhñä	m p o m u h ɲ ɐ				
9753	Otomi	IDEA	mpongumfeni	mpongumfeni	m p o n g u m f e n i				
11149	ImbaburaQuechua	IDEA	yuyay (1)	yuyay	j u j a j				
12366	Wichi	IDEA	totichunhayaj	totichunhayaj	t o t i tʃ u n̥ a j a x				
13634	Mapudungun	IDEA	zungu	zungu	z u ŋ u				
1674	Portuguese	IDOL	ídolo	ídolo	i d u l u				
3443	Spanish	IDOL	ídolo	ídolo	i ð o l o				
7916	Qeqchi	IDOL	jalam 'uuch	jalam_'uuch	x a l a m + ʔ uː tʃ				
10155	Otomi	IDOL	tsita mahä'mu̲	tsita_mahä'mu̲	ts i t̪ a + m a h ɐ ˀm u				
12537	Wichi	IDOL	toch’’ayaj	toch’’ayaj	t o tʃ ʔ a j a x				
1454	Portuguese	IF	se	se	s i		Spanish	s i	3212
3212	Spanish	IF	si	si	s i				
4705	Yaqui	IF	-ko	-ko	k o				
6011	ZinacantanTzotzil	IF	mi	mi	m i				
7709	Qeqchi	IF	si'	si'	s i ʔ	Spanish			
9815	Otomi	IF	nu'bu̲	nu'bu̲	n u ˀb u				
9816	Otomi	IF	nu'mu̲	nu'mu̲	n u ˀm u				
9817	Otomi	IF	ha	ha	h a				
11177	ImbaburaQuechua	IF	-kpi	-kpi	k p i				
12395	Wichi	IF	che	che	tʃ e				
1418	Portuguese	IMITATE	imitar	imitar	i m i t a ʁ		Spanish	i m i t a ɾ	3169
3169	Spanish	IMITATE	imitar	imitar	i m i t a ɾ				
4671	Yaqui	IMITATE	mamato	mamato	m a m a t o	Spanish			
5983	ZinacantanTzotzil	IMITATE	chanbe	chanbe	tʃʰ a n ɓ e				
7672	Qeqchi	IMITATE	ech ajaatink	ech_ajaatink	e tʃ + a x aː t i n kʰ				
9747	Otomi	IMITATE	fe̲ti	fe̲ti	f æ t̪ i				
11147	ImbaburaQuechua	IMITATE	katina (3)	katina	k a t i n a				
12364	Wichi	IMITATE	iten	iten	i t e n				
13632	Mapudungun	IMITATE	inawentun	inawentun	i n a w e n t u n				
1221	Portuguese	IMMEDIATELY	de imediato	de_imediato	dʒ i + i m e dʒ i a t u				
2953	Spanish	IMMEDIATELY	en seguida	en_seguida	e n + s e ɣ i ð a				
2954	Spanish	IMMEDIATELY	inmediatamente	inmediatamente	i m m e ð j a t a m e n t e				
4505	Yaqui	IMMEDIATELY	jaleppana	jaleppana	j a l e p p a n a				
5836	ZinacantanTzotzil	IMMEDIATELY	kahkah	kahkah	k a h k a h				
7455	Qeqchi	IMMEDIATELY	aka’	aka’	a k a ʔ				
7456	Qeqchi	IMMEDIATELY	koko	koko	k o k o				
7457	Qeqchi	IMMEDIATELY	sa' junpaat	sa'_junpaat	s a ʔ + x u n p aː tʰ				
7458	Qeqchi	IMMEDIATELY	tikto	tikto	t i k t o				
9484	Otomi	IMMEDIATELY	ngut'ä	ngut'ä	n g u t̪ʼ ɐ				
9485	Otomi	IMMEDIATELY	is ar ora'ä	is_ar_ora'ä	i s + a r + o r a ʔ ɐ	Spanish			
11005	ImbaburaQuechua	IMMEDIATELY	ñapash	ñapash	ɲ a p a ʃ				
12223	Wichi	IMMEDIATELY	yukfwajkwewet	yukfwajkwewet	y u k fʷ a x kʷ e w e t				
13494	Mapudungun	IMMEDIATELY	pürüm	pürüm	p ɨ ɻ ɨ m				
1073	Portuguese	IN FRONT OF	frente	frente	f ɾ ẽ tʃ i				
2801	Spanish	IN FRONT OF	delantero	delantero	d e l a n t ɛ ɾ o				
2802	Spanish	IN FRONT OF	delante	delante	d e l a n t e				
4368	Yaqui	IN FRONT OF	bichapo	bichapo	b i tʃ a p o				
5719	ZinacantanTzotzil	IN FRONT OF	7elav	7elav	ʔ e l a v				
5720	ZinacantanTzotzil	IN FRONT OF	7ichonil	7ichonil	ʔ i tʃʰ o n i l				
7258	Qeqchi	IN FRONT OF	chi ru	chi_ru	tʃ i + ɾ u				
9276	Otomi	IN FRONT OF	'be̲t'o	'be̲t'o	ˀb æ t̪ʼ o				
9277	Otomi	IN FRONT OF	'be̲t'o nu	'be̲t'o_nu	ˀb æ t̪ʼ o + n u				
9278	Otomi	IN FRONT OF	ir mo̲te nu	ir_mo̲te_nu	i r + m ə t̪ e + n u				
10896	ImbaburaQuechua	IN FRONT OF	ñaupak	ñaupak	ɲ a u p a k				
12103	Wichi	IN FRONT OF	tataylo’	tataylo’	t a t a j l o ʔ				
13376	Mapudungun	IN FRONT OF	puñ mew	puñ_mew	p u ɲ + m e w				
13377	Mapudungun	IN FRONT OF	itrotripa	itrotripa	i ʈʂ o ʈʂ i p a				
1641	Portuguese	INNOCENT	inocente	inocente	i n o s ẽ tʃ i				
3407	Spanish	INNOCENT	inocente	inocente	i n o s e n t e				
4850	Yaqui	INNOCENT	kaa inen ayukame	kaa_inen_ayukame	k aː + i n e n + a j u k a m e				
7881	Qeqchi	INNOCENT	maak’a’ xmaak	maak’a’_xmaak	m aː kʼ a ʔ + ʃ m aː kʰ				
10104	Otomi	INNOCENT	hogumui	hogumui	h o g u m u i				
10105	Otomi	INNOCENT	hingi nts'oni	hingi_nts'oni	h i n g i + n tsʼ o n i				
11293	ImbaburaQuechua	INNOCENT	inusinti	inusinti	i n u s i n d i	Spanish			
12519	Wichi	INNOCENT	lhajlatesa	lhajlatesa	lˠ a x l a t e s a				
278	Portuguese	INSECT	inseto	inseto	ĩ s ɛ t u				
1972	Spanish	INSECT	insecto	insecto	i n s e k t o				
3689	Yaqui	INSECT	yoeria	yoeria	j o e r i a				
3690	Yaqui	INSECT	insekto	insekto	i n s e k t o	Spanish	Spanish	i n s e k t o	1972
5099	ZinacantanTzotzil	INSECT	chon	chon	tʃʰ o n				
6408	Qeqchi	INSECT	insekto	insekto	i n s e k t o	Spanish	Spanish	i n s e k t o	1972
8269	Otomi	INSECT	zu'we	zu'we	z u ˀw e				
11518	Wichi	INSECT	makwu	makwu	m a kʷ u				
12803	Mapudungun	INSECT	püḻü	püḻü	p ɨ l̪ ɨ				
1074	Portuguese	INSIDE	dentro	dentro	d ẽ t ɾ u				
2803	Spanish	INSIDE	adentro	adentro	a ð e n t ɾ o				
2804	Spanish	INSIDE	dentro	dentro	d e n t ɾ o				
4369	Yaqui	INSIDE	wajiwa	wajiwa	w a j i w a				
5721	ZinacantanTzotzil	INSIDE	`util	`util	ʔ u t i l				
7259	Qeqchi	INSIDE	sa'	sa'	s a ʔ				
9279	Otomi	INSIDE	nts’ogi	nts’ogi	n tsʼ o g i				
10897	ImbaburaQuechua	INSIDE	uku (1)	uku	u k u				
12104	Wichi	INSIDE	ikfwi	ikfwi	i k fʷ i				
13378	Mapudungun	INSIDE	ponwi	ponwi	p o n w i				
1440	Portuguese	INTENTION	intenção	intenção	ĩ t ẽ s ɐ̃ũ				
3197	Spanish	INTENTION	propósito	propósito	p ɾ o p o s i t o				
3198	Spanish	INTENTION	intención	intención	i n t e n s j o n				
4692	Yaqui	INTENTION	inie betchi’ibo	inie_betchi’ibo	i n i e + b e t tʃ i ʔ i b o				
7697	Qeqchi	INTENTION	li rajb’al	li_rajb’al	l i + ɾ a x ɓ a l				
9788	Otomi	INTENTION	mfeni	mfeni	m f e n i				
9789	Otomi	INTENTION	hne	hne	h n e				
11166	ImbaburaQuechua	INTENTION	yuyay (1)	yuyay	j u j a j				
13655	Mapudungun	INTENTION	zuam	zuam	z u a m				
403	Portuguese	INTESTINES	intestinos	intestinos	ĩ t e ʃ tʃ i n u ʃ				
404	Portuguese	INTESTINES	tripas	tripas	t ɾ i p a ʃ		Spanish	t ɾ i p a s	2100
2099	Spanish	INTESTINES	intestinos	intestinos	i n t ɛ s t i n o s				
2100	Spanish	INTESTINES	tripas	tripas	t ɾ i p a s				
3809	Yaqui	INTESTINES	siiam	siiam	s iː a m				
5226	ZinacantanTzotzil	INTESTINES	bikil	bikil	ɓ i k i l				
5227	ZinacantanTzotzil	INTESTINES	tzo7	tzo7	tsʰ o ʔ				
6545	Qeqchi	INTESTINES	k'amk'ot	k'amk'ot	k ʔ a m kʼ o tʰ				
6546	Qeqchi	INTESTINES	sooyom	sooyom	s oː j o m				
8402	Otomi	INTESTINES	xefo	xefo	x e f o				
10457	ImbaburaQuechua	INTESTINES	chunchuli	chunchuli	tʃ u n dʒ u l i				
11639	Wichi	INTESTINES	totkosley	totkosley	t o t k o s l e j				
12911	Mapudungun	INTESTINES	küllche	küllche	k ɨ ʎ tʃ e				
882	Portuguese	IRON	ferro	ferro	f ɛ ʁ u				
2592	Spanish	IRON	hierro	hierro	ɟ ʝ ɛ r o				
4204	Yaqui	IRON	sisi’iwoki	sisi’iwoki	s i s i ʔ i w o k i				
7042	Qeqchi	IRON	ch'iich'	ch'iich'	tʃʼ iː tʃʼ				
9013	Otomi	IRON	bo̲jä	bo̲jä	b ə x ɐ				
9014	Otomi	IRON	nzobujä	nzobujä	n z o b u x ɐ				
9015	Otomi	IRON	nzät'u̲bo̲jä	nzät'u̲bo̲jä	n z ɐ t̪ʼ u b ə x ɐ				
10770	ImbaburaQuechua	IRON	jirru	jirru	x i ʐ u	Spanish			
11962	Wichi	IRON	lachinaj	lachinaj	l a tʃ i n a x				
17	Portuguese	ISLAND	ilha	ilha	i ʎ ɐ				
1699	Spanish	ISLAND	isla	isla	i s l a				
3464	Yaqui	ISLAND	chopo’oria	chopo’oria	tʃ o p o ʔ o r i a				
6163	Qeqchi	ISLAND	xyampi ha’	xyampi_ha’	ʃ j a m p i + h a ʔ				
6164	Qeqchi	ISLAND	ch’och’ sutsu chi ha’	ch’och’_sutsu_chi_ha’	tʃʼ o tʃʼ + s u ts u + tʃ i + h a ʔ				
7939	Otomi	ISLAND	hai mbo dehe	hai_mbo_dehe	h a i + m b o + d e h e				
11334	Wichi	ISLAND	lhiletaj	lhiletaj	lˠ i l e t a x				
12558	Mapudungun	ISLAND	wapi	wapi	w a p i				
475	Portuguese	ITCH	comichão	comichão	k o m i ʃ ɐ̃ũ				
476	Portuguese	ITCH	coceira	coceira	k o s ei ɾ ɐ				
2172	Spanish	ITCH	comezón	comezón	k o m e s o n				
3862	Yaqui	ITCH	elesikia	elesikia	e l e s i k i a				
5283	ZinacantanTzotzil	ITCH	ch’ininul	ch’ininul	tʃʼ i n i n u l				
6619	Qeqchi	ITCH	katzkatz	katzkatz	k a t z k a t z				
6620	Qeqchi	ITCH	wotz'okil	wotz'okil	w o tsʼ o k i l				
8468	Otomi	ITCH	nxähi	nxähi	n x ɐ h i				
8469	Otomi	ITCH	nxäki	nxäki	n x ɐ k i				
8470	Otomi	ITCH	nxä’i	nxä’i	n x ɐ ʔ i				
10501	ImbaburaQuechua	ITCH	shijshi	shijshi	ʃ i x ʃ i				
11684	Wichi	ITCH	afwtsaj	afwtsaj	a fʷ ts a x				
12958	Mapudungun	ITCH	üna	üna	ɨ n a				
338	Portuguese	JAW	maxila	maxila	m a k s i l ɐ				
2032	Spanish	JAW	mandíbula	mandíbula	m a n d i β u l a				
3744	Yaqui	JAW	tabawasa’im	tabawasa’im	t a b a w a s a ʔ i m				
6478	Qeqchi	JAW	rub'el e	rub'el_e	r u ɓ e l + e				
8333	Otomi	JAW	‘yone	‘yone	ˀj o n e				
10400	ImbaburaQuechua	JAW	kashtuna	kashtuna	k a ʃ t u n a				
11580	Wichi	JAW	toch’ay lhile	toch’ay_lhile	t o tʃ ʔ a j + lˠ i l e				
12852	Mapudungun	JAW	trangatranga	trangatranga	ʈʂ a ŋ a ʈʂ a ŋ a				
655	Portuguese	JEWEL	jóia	jóia	ʒ ɔi ɐ				
2346	Spanish	JEWEL	joya	joya	x o ʝ a				
4030	Yaqui	JEWEL	jooyam	jooyam	j oː j a m	Spanish			
6806	Qeqchi	JEWEL	q’ol	q’ol	q ʔ o l				
8689	Otomi	JEWEL	oro	oro	o r o	Spanish			
11814	Wichi	JEWEL	tohenettsek	tohenettsek	t o h e n e t t s e k				
1092	Portuguese	JOIN	juntar	juntar	ʒ ũ t a ʁ				
1093	Portuguese	JOIN	unir	unir	u n i ʁ				
2825	Spanish	JOIN	juntar	juntar	x u n t a ɾ				
2826	Spanish	JOIN	unir	unir	u n i ɾ				
4387	Yaqui	JOIN	nautoja	nautoja	n a u t o j a				
7278	Qeqchi	JOIN	ch’utub’ank	ch’utub’ank	tʃʼ u t u ɓ a n kʰ				
7279	Qeqchi	JOIN	laq’ab’ank	laq’ab’ank	l a qʼ a ɓ a n kʰ				
9314	Otomi	JOIN	zo̲te	zo̲te	z ə t̪ e				
10911	ImbaburaQuechua	JOIN	tandachina (2)	tandachina	t a n d a tʃ i n a				
12125	Wichi	JOIN	yihethu	yihethu	y i h e tʰ u				
13394	Mapudungun	JOIN	trawülün	trawülün	ʈʂ a w ɨ l ɨ n				
1628	Portuguese	JUDGE	juiz	juiz	ʒ u i ʃ				
3393	Spanish	JUDGE	juez	juez	x w e s				
4837	Yaqui	JUDGE	joes	joes	j o e s	Spanish			
7867	Qeqchi	JUDGE	raqol aatin	raqol_aatin	r a q o l + aː t i n				
10089	Otomi	JUDGE	akute	akute	a k u t̪ e				
10090	Otomi	JUDGE	ndembu nzaya	ndembu_nzaya	n d e m b u + n z a j a				
11283	ImbaburaQuechua	JUDGE	jwis	jwis	x w i s	Spanish			
12514	Wichi	JUDGE	jwes	jwes	xʷ e s	Spanish			
13764	Mapudungun	JUDGE	kues	kues	k u e s	Spanish			
1627	Portuguese	JUDGMENT	julgamento	julgamento	ʒ uu ɡ ɐ m ẽ t u				
3392	Spanish	JUDGMENT	juicio	juicio	x w i s j o				
4836	Yaqui	JUDGMENT	juisio	juisio	j u i s i o	Spanish			
7866	Qeqchi	JUDGMENT	raqb'a' aatin	raqb'a'_aatin	r a q ɓ a ʔ + aː t i n				
10086	Otomi	JUDGMENT	nt'e̲nt'i	nt'e̲nt'i	n t̪ʼ æ n t̪ʼ i				
10087	Otomi	JUDGMENT	nthädi	nthädi	n θ ɐ d i				
10088	Otomi	JUDGMENT	nts'u̲i	nts'u̲i	n tsʼ u i				
11282	ImbaburaQuechua	JUDGMENT	jwizhu	jwizhu	x w i ʒ u	Spanish			
535	Portuguese	JUG	cântaro	cântaro	k ɐ̃ t a ɾ u				
2232	Spanish	JUG	cántaro	cántaro	k a n t a ɾ o				
2233	Spanish	JUG	jarro	jarro	x a r o				
3916	Yaqui	JUG	picheel	picheel	p i tʃ eː l	English			
3917	Yaqui	JUG	soto’i	soto’i	s o t o ʔ i				
5335	ZinacantanTzotzil	JUG	rosa	rosa	ɾ o s a	Spanish			
5336	ZinacantanTzotzil	JUG	rosa p’in	rosa_p’in	ɾ o s a + pʼ i n	Spanish			
6687	Qeqchi	JUG	puk'xaar	puk'xaar	p u kʼ ʃ aː r				
6688	Qeqchi	JUG	xaar	xaar	ʃ aː r	Spanish			
8554	Otomi	JUG	xo̲ni (1)	xo̲ni	x ə n i				
8555	Otomi	JUG	'bada	'bada	ˀb a d a				
10542	ImbaburaQuechua	JUG	jundu (1)	jundu	x u n d u				
11729	Wichi	JUG	tuwej	tuwej	t u w e x				
13003	Mapudungun	JUG	metawe	metawe	m e t a w e				
943	Portuguese	JUMP	saltar	saltar	s au t a ʁ				
2658	Spanish	JUMP	saltar	saltar	s a l t a ɾ				
2659	Spanish	JUMP	brincar	brincar	b ɾ i n k a ɾ				
4255	Yaqui	JUMP	tubukte	tubukte	t u b u k t e				
4256	Yaqui	JUMP	chepte	chepte	tʃ e p t e				
5630	ZinacantanTzotzil	JUMP	p’it	p’it	pʼ i tʰ				
7116	Qeqchi	JUMP	pisk'ok	pisk'ok	p i s kʼ o kʰ				
7117	Qeqchi	JUMP	pitzok	pitzok	p i t z o kʰ				
9103	Otomi	JUMP	sa̲gi	sa̲gi	s ɔ g i				
9104	Otomi	JUMP	sa̲ki	sa̲ki	s ɔ k i				
9105	Otomi	JUMP	'nats'i	'nats'i	ˀn a tsʼ i				
9106	Otomi	JUMP	sa̲ts'i	sa̲ts'i	s ɔ tsʼ i				
10809	ImbaburaQuechua	JUMP	fawana	fawana	ɸ a w a n a				
12002	Wichi	JUMP	tiyojpho	tiyojpho	t i j o x pʰ o				
12003	Wichi	JUMP	takatin	takatin	t a k a t i n				
12004	Wichi	JUMP	tiyojpe’	tiyojpe’	t i j o x p e ʔ				
13285	Mapudungun	JUMP	rüngkün	rüngkün	ɻ ɨ ŋ k ɨ n				
1017	Portuguese	KEEP	guardar	guardar	ɡ w a ʁ d a ʁ				
1018	Portuguese	KEEP	conservar	conservar	k õ s e ʁ v a ʁ				
2739	Spanish	KEEP	conservar	conservar	k o n s ɛ ɾ β a ɾ				
2740	Spanish	KEEP	retener	retener	r ɛ t e n ɛ ɾ				
2741	Spanish	KEEP	guardar	guardar	g w a ɾ ð a ɾ				
4325	Yaqui	KEEP	jippue	jippue	j i p p u e				
5680	ZinacantanTzotzil	KEEP	k’eh	k’eh	kʼ e h				
5681	ZinacantanTzotzil	KEEP	nak’	nak’	n a kʼ				
